timestep,producer-19-production,producer-20-production,producer-24-production,producer-25-production
0,6583.811384658975,6708.1978793311655,5383.002697025805,5664.497838936627
1,3967.6833714378,4072.8066707133407,3573.8834681700464,3472.398712677869
2,3853.019501023677,3350.1770158022646,3903.23203545558,3399.3760202056646
3,3735.5618864053936,3612.614907775446,3681.4945137800623,3511.1896318279373
4,3454.9314715718347,3533.0611840681427,3428.063963397955,3427.4068501242223
5,3434.4141513973414,3275.6414285373,3312.496550516811,2945.312344671724
6,3626.119406782489,3305.301775775017,3437.623310102644,3337.9794236267
7,3755.3433827179824,3329.8597844232672,3280.037760092111,2907.474383823861
8,3243.1024091046625,3258.939614283447,3168.489329296845,2906.12790488206
9,3347.085158207207,3177.1084546890543,3317.4228077338776,3269.147796133297
10,3367.202371985218,3073.5040689057782,3191.820748847629,3305.2284278778097
11,3258.2015790097257,2774.188055987727,3145.760316227919,2738.476196201248
12,3187.447766475083,2851.7162460487666,3410.696056754889,3135.5606027126632
13,3100.1992879362933,3029.272571044356,3221.058309163576,3197.317066727252
14,3256.5268514138343,2984.1965240255586,3276.51267019139,2969.095938650192
15,3257.152832286291,2941.213154812245,3178.986211954798,2568.167348645903
16,3052.895231225521,2915.630319586477,3135.544269394132,2975.01043698226
17,2918.2902188342136,2744.219548931891,3114.384937888444,2980.69858234094
18,2933.656460923003,3000.4402662990283,3108.338615211941,3022.544280598101
19,2836.056406711029,3010.5466481876742,2887.902333789721,3076.5949640973013
20,2835.024605318204,2723.258875920085,3041.395079947508,3009.9968725551685
21,2763.9845275243883,3066.3288400979204,2785.4118301166004,3081.1379744735964
22,2925.656648138484,2990.061897379084,2921.302733834833,2784.126401558172
23,2896.801362191816,2640.207265931276,3048.305890478909,2513.6775217728614
24,2611.558318110292,2524.0510383402984,2904.295147166072,3071.537886744558
25,2833.052541363561,2760.4961851594394,3055.19989161732,2846.645890430043
26,2787.904602073587,2834.786807671085,2761.7520819566744,2806.974425029905
27,2564.3765332348185,2786.4912242379155,2661.225341258241,2972.7123736601047
28,2643.685739866233,2508.999899348704,2762.752823202636,3026.456837125529
29,2716.340076015161,2660.4573426329275,2828.312562095161,2911.596223503156
30,2715.8531218761764,2659.549328831035,2788.529617186593,2562.129391470813
31,2871.621177674508,2830.9539242503133,2595.519744990516,2903.2744974063708
32,2510.596464035813,2756.181073475311,2791.9598696153166,2591.2181102294217
33,2809.758767975716,2721.357475349549,2930.3422138939377,2744.760531847678
34,2609.5253744609427,2544.916038969209,2818.118535709261,2753.174272130951
35,2537.536578304813,2556.662790250024,2640.568004905648,2703.145343911304
36,2443.693200574059,2368.9443961669267,2677.4509830492243,2736.9184909636624
37,2341.773303740733,2429.234101509989,2552.70390137347,2303.123013547569
38,2446.638699201188,2518.65287752942,2565.105800544439,3074.0240086928784
39,2352.83879790704,2472.75549424305,2840.754151268958,3005.088958823736
40,2348.854925525049,2637.1466983250016,2699.9928064163564,2613.87105014368
41,2344.679902911969,2677.0822534688773,2605.82913507609,2541.4624947969733
42,2413.151145456675,2509.8318053326066,2932.361273301655,2611.491326466638
43,2219.008177181472,2585.373670925862,2761.9506329544497,2444.0487729408023
44,2501.715622310669,2613.081388878594,2605.5855856538046,2472.4004885684813
45,2396.9633979738924,2275.154565350228,2504.2848818993607,2663.251069897518
46,2238.093829010219,2374.11351642154,2534.940378961795,2712.104096722433
47,2370.7897915883136,2243.8879703018483,2786.006943693267,2486.665353572707
48,2052.8384055416423,2475.73853428126,2544.8120858059083,2741.892562653696
49,2455.6808482396154,2356.3962391131577,2706.0868619331186,2607.813658288675
50,2287.686866916403,2524.5575659981114,2609.63202063742,2644.943631399245
51,2315.2068155958686,2319.255824631212,2752.636487429751,2761.2330994591034
52,2266.6925648879014,2280.0915929698867,2744.825183105951,2613.658230944596
53,2216.1726710363546,2247.760023943332,2364.8902947186702,2780.486641170165
54,2213.5572624060496,2187.760534519024,2760.808441217632,2784.448343951809
55,2247.5118110997505,2218.857603925842,2471.471141971999,2693.108903764496
56,2447.478837488832,2516.540219268408,2569.62977513526,2502.194937462302
57,2217.6496330567525,2293.0960826481323,2545.55467411248,2528.2368768932365
58,2107.5838407703136,2293.0981269669087,2609.4558866070274,2421.641780290589
59,2071.249749522532,2383.448682441974,2201.5059774516144,2583.006347212993
60,2159.3403370861142,2459.7078004177088,2509.269499126719,2505.1460119492544
61,2318.3907921804075,2308.4488201408567,2491.089181894001,2356.5456880791767
62,2312.731569456768,2254.4125086908352,2424.866241171515,2180.993622456098
63,2355.590151798982,2472.01909911446,2509.9502948502554,2316.9042558398187
64,2248.3335809160726,2233.8171644824124,2358.337551864568,2409.266449667865
65,2000.2384471902044,2208.2940467917538,2544.126589262592,2399.697368311778
66,2218.46902382804,2173.385581465722,2478.830911020093,2314.4954887154354
67,2121.933613281149,2352.6051491471167,2304.7600873187475,2363.7975355369817
68,2221.508612483248,2359.1833933300045,2473.4150702137085,2663.2629946941465
69,1998.172172735323,2032.0006731615256,2261.4732570543083,2423.3124972203154
70,2341.1351835997925,2066.9082115529163,2246.021422650116,2485.4157721948736
71,2175.981949586132,2150.6420663240915,2444.008214338517,2428.392015894205
72,2200.828115490324,2237.856852537908,2218.279539776406,2530.142573272552
73,2015.6061510904635,2316.073055050731,2270.798908402704,2465.568489044989
74,2120.5672948606684,2288.718641242593,2240.42788776047,2205.9417892856536
75,2454.2966149673834,2464.864791746274,2609.105097552964,2349.90387122652
76,2257.936904755125,2260.847611957899,2531.4073347102367,2184.873782931591
77,1909.1395143408984,2123.9943418209195,2336.626850160849,2315.572760835997
78,2001.9313828423,2218.0776894281207,2380.883942042846,2335.136307948956
79,2083.9935456301228,2204.354080669033,2579.2185781146964,2355.9119695166974
80,2228.229603280731,2085.485117482805,2515.3573242484,2158.135639719371
81,2096.885419541377,2302.8156377943774,2177.7548518185845,2291.245274381227
82,1845.4933852226425,2319.43468084752,2312.942706513632,2264.02106229964
83,2120.12272817492,2075.567840714604,2153.148124873217,2351.6822620710504
84,1696.121537604872,1794.6797473648628,2172.257258585616,2204.476833015203
85,2120.750836882473,2110.124649903609,2356.6868227311825,2391.7902194609424
86,1902.7938811517447,1972.4458720488733,2234.036200395972,2311.089016220841
87,2040.5713718934603,2138.294025627661,2419.0852302502967,2154.6588935530044
88,1816.6529990872896,2126.0533496231906,2243.988526519753,2389.2462603402832
89,2029.8782664311525,2172.391169635101,2352.0208921133194,2162.294402960567
90,1965.6192601919,2057.511863152759,2439.250433529695,2261.0346455604554
91,2056.4001362773647,2127.331187035802,2348.136385794456,2516.160338801793
92,1936.2642931268424,2253.994786953323,2310.997815795835,2331.549286885693
93,1941.1699323263688,2058.0324406905534,2167.923087800328,2275.0597492873594
94,1818.7040473935056,2047.4811311111707,2314.583746152527,2085.1322089684845
95,2015.626789018081,1880.512294777988,2231.9653395963296,2228.3103416014314
96,1859.08594974901,2227.337344573688,2296.6803177235934,2247.393777739516
97,2087.932740415513,1961.3873539812785,2328.3305216522394,2120.0625520302524
98,1853.4903999187648,2195.657927647614,2079.7833354074924,2202.797133272647
99,1704.6413215637492,2177.1360416260013,2154.259216423825,2203.5986006920384
100,1895.903031055736,2094.7592739198726,2323.906075506967,2100.9619757895603
101,1906.1908854462367,1951.4867351708303,2325.970188264057,2246.4098348105967
102,1796.43943757205,1787.9570790116272,2230.878895669903,2203.774322318905
103,1994.181505569,2062.169340380993,2001.560206345895,2129.9560858278546
104,1954.881776655508,1861.8849746533133,2218.191941832622,2394.84740182237
105,2039.2162646054555,2022.2908621913773,2160.835000716362,2468.136926888425
106,1857.4486802503595,2108.311071192845,1993.042849854194,2111.6059270587866
107,1947.2782133773603,2079.422273772874,2355.0910954698697,2304.0542865544926
108,2087.782296213241,2126.21144037299,2135.416638720801,2042.147710496194
109,1950.542681841124,2035.4001814382973,2026.425988422321,2001.683601472024
110,1932.5854622001336,2014.736666204536,2203.7790643297685,2192.738706033552
111,1945.136549017757,1865.4238164635176,2133.1531568344444,2185.2154030928778
112,1775.7452067689076,2061.3501433384063,2280.901111971243,2015.1368646076453
113,1969.9715045711937,2162.466389469177,2162.630803476211,2297.805067464384
114,1750.4154024044872,2014.6709380047887,2125.933990145333,2179.8699612157207
115,1889.497071669461,1954.4053659886808,2100.985511104628,2275.490394763627
116,1868.636604549421,1950.9312550407208,2050.850661079293,2259.5219455803526
117,1929.1756228414336,2038.37953525154,2233.874120832026,2254.297572485909
118,1974.947451056063,1892.9156255189805,2026.9223357264705,2066.087838575192
119,1913.9345962033133,1921.675182050929,2146.5441571564675,2205.916926629069
120,1751.7524442675742,1982.9932823801776,2117.6137471026072,2268.409856355508
121,1776.0385895329675,1872.9474967244728,2056.644193448916,2110.120963472503
122,1829.186257409152,1821.0912442115127,2165.2685551389304,2233.5654625659727
123,1717.6887759720612,2013.1620793945287,2222.2746041351843,2232.475394341866
124,1842.8717315710564,1819.791538199993,2021.092885854351,2044.5972898176096
125,1764.9445568884282,1904.5163418019288,1952.2558301309148,2251.703914824393
126,1897.015634114039,1756.4978347027154,2142.631994659614,2021.5267347486688
127,1833.925639052577,2016.630385696951,2157.1893022336467,2213.6485762608263
128,1957.2554452361976,2062.2780482095195,2118.2078975702616,2227.6353985770133
129,1841.133399552716,1969.8171115061307,2074.178298357255,2092.835252199056
130,1755.5646617132825,1996.6196550219445,2109.3448325918303,1917.467518925342
131,1736.6254168535318,2062.712122738335,1949.8763250998136,2144.712571532696
132,1899.359919382496,2018.0279710040184,1986.643348566484,1972.4854813756083
133,1888.322929309917,1855.871704186217,2150.387910315901,1906.192621375888
134,1903.7820925864296,1864.424292667088,2206.0353302186672,1975.0347182264456
135,1751.8298210237576,1976.0967267535607,2064.2504669736663,2101.514284964052
136,1643.5701609322714,1913.225277884504,2289.107321283661,2220.80146039389
137,1765.683627509536,2047.8018392953863,2196.5935319868727,1946.3968033859
