id,x,y,porosity,permeability,thickness
injector-1,150.0,-150.0,0.282217210751501,9.70618925559434,58.6964843590074
injector-2,390.0,-150.0,0.276715147760918,9.12110024605243,53.0110213849036
injector-3,630.0,-150.0,0.293097646740674,10.9760176199179,44.6482411295293
injector-4,870.0,-150.0,0.282128312741454,9.69644382300631,41.9193283944547
injector-5,1110.0,-150.0,0.286477975712184,10.1849423937495,41.2726050503601
injector-6,1350.0,-150.0,0.276822979855945,9.1322211051126,40.4595626636289
injector-7,150.0,-390.0,0.290394811438881,10.6458552434325,55.0978754647562
injector-8,390.0,-390.0,0.283141489509505,9.80809533804261,48.8058642280199
injector-9,630.0,-390.0,0.296451452193261,11.3999694766462,41.9181373765698
injector-10,870.0,-390.0,0.309030512343097,13.1412226622196,39.7307191960244
injector-11,1110.0,-390.0,0.278437756310306,9.30038609075389,38.4793802132319
injector-12,1350.0,-390.0,0.275042699660088,8.95034227242734,37.6910017251287
injector-13,150.0,-630.0,0.306470201416334,12.7664743588607,50.1987603048917
injector-14,390.0,-630.0,0.293163965355256,10.9842461341472,46.155876920521
injector-15,630.0,-630.0,0.272465750728376,8.6934707148713,43.6283616717435
injector-16,870.0,-630.0,0.286634748653155,10.2030013591757,45.2454236403943
injector-17,1110.0,-630.0,0.290245437590085,10.6279010006012,44.5798342950241
injector-18,1350.0,-630.0,0.296182234905616,11.3653416967573,41.841880352417
injector-19,150.0,-870.0,0.274780864273576,8.92389967559025,46.2398540355681
injector-20,390.0,-870.0,0.272450962861156,8.69201813207613,44.9942519753842
injector-21,630.0,-870.0,0.25700738061523,7.30013374396745,45.6740945316935
injector-22,870.0,-870.0,0.283986638790582,9.90221318760386,51.231256252567
injector-23,1110.0,-870.0,0.288547685842814,10.4259523720945,53.5166121535435
injector-24,1350.0,-870.0,0.297055674107188,11.478071460539,49.4424031495446
injector-25,150.0,-1110.0,0.291841947805805,10.8213742804282,48.4315679592477
injector-26,390.0,-1110.0,0.272152450590714,8.66274771019707,49.7055048926861
injector-27,630.0,-1110.0,0.280914268867485,9.56432954986579,48.8665366919321
injector-28,870.0,-1110.0,0.292231657872615,10.869133705884,51.1879035833396
injector-29,1110.0,-1110.0,0.279347493067936,9.39648741132011,54.9317630319281
injector-30,1350.0,-1110.0,0.281795981863462,9.66009867700349,53.1755646860293
injector-31,150.0,-1350.0,0.301997321047769,12.1372470856362,57.2233066364981
injector-32,390.0,-1350.0,0.272513516895823,8.69816434915972,59.7546457349693
injector-33,630.0,-1350.0,0.277517211481054,9.20414345179605,56.6688912467494
injector-34,870.0,-1350.0,0.273372851519227,8.78303913149767,53.3933661484814
injector-35,1110.0,-1350.0,0.287778156036631,10.3356845945324,54.2005004243705
injector-36,1350.0,-1350.0,0.271860897750266,8.63425484119712,53.7972071772201
producer-1,270.0,-270.0,0.283291621332306,9.82474879196784,54.953239389078
producer-2,510.0,-270.0,0.278409623834824,9.29742999606003,46.4084361256139
producer-3,750.0,-270.0,0.298966923831427,11.7286610354095,40.6813091494829
producer-4,990.0,-270.0,0.292677755872784,10.9240623311765,39.826210252747
producer-5,1230.0,-270.0,0.274210459727597,8.86656501914554,38.2881697583787
producer-6,270.0,-510.0,0.307294908012059,12.8860035816083,50.3655393725634
producer-7,510.0,-510.0,0.290730889910193,10.6863617333716,44.2332647336992
producer-8,750.0,-510.0,0.293489426130112,11.0247173453702,41.360862174447
producer-9,990.0,-510.0,0.289983418426771,10.5964802739328,41.124481672655
producer-10,1230.0,-510.0,0.26484335881216,7.97601746780776,38.9783624420535
producer-11,270.0,-750.0,0.285785995799319,10.1056130869527,46.7357254545239
producer-12,510.0,-750.0,0.269554134038282,8.41209863058829,44.4962692236011
producer-13,750.0,-750.0,0.261297892646825,7.66278469607154,46.6669953194717
producer-14,990.0,-750.0,0.301800666767037,12.1103057211525,50.1763096871142
producer-15,1230.0,-750.0,0.305938794196534,12.6900426488823,47.5777839579137
producer-16,270.0,-990.0,0.279240966268275,9.38518316807112,46.3672731213046
producer-17,510.0,-990.0,0.268266607431502,8.29059659435983,46.1273375196548
producer-18,750.0,-990.0,0.274158378216037,8.86134839391652,48.4280142434429
producer-19,990.0,-990.0,0.286770426839707,10.218656226201,53.9572404135905
producer-20,1230.0,-990.0,0.279830447004372,9.44790779156199,53.9334847061496
producer-21,270.0,-1230.0,0.298213844563099,11.6292759987274,54.2507144120063
producer-22,510.0,-1230.0,0.267127042816357,8.18452234656707,54.2872746803528
producer-23,750.0,-1230.0,0.281609155699722,9.63972641017716,51.6520029223032
producer-24,990.0,-1230.0,0.294586728572656,11.1622695502696,53.2761362647254
producer-25,1230.0,-1230.0,0.273141995533385,8.76015691669938,54.6986565600398
