timestep,producer-19-production,producer-20-production,producer-24-production,producer-25-production
0,5119.841052462227,4781.153745242556,4301.676874126603,6939.912114825025
1,2708.9188077767826,2660.90932027563,2899.930733811672,3683.01250914898
2,2866.683484251112,2523.597961579579,2488.0686597532085,3550.1433552401213
3,2384.951004123964,2492.952387149245,2760.365466978639,3351.1353354135977
4,2758.268679813612,2645.1976204212697,2766.4054812609606,3499.3823010296182
5,2525.85232694404,2332.6509050385266,2271.046238164431,3391.3603075591886
6,2657.715767533988,2580.979377180772,2522.6451431067503,3456.5175924237715
7,2337.6065929930696,2264.5391552393144,2620.456134619399,3347.9689976532786
8,2251.0724744295144,2072.6588107412867,2252.688326907892,3617.37400940948
9,2467.731489147936,2329.3763863018016,2562.0313365230018,3574.3090939071603
10,2521.379197311851,2456.456781143727,2500.635397622554,3224.9401885000566
11,2220.9873263848026,2327.2149487961087,2566.117798587513,3399.20717137055
12,2393.8187336962687,2009.6543280847525,2295.2777097422786,3290.5178197872506
13,2226.437055681284,2118.7508100090035,2181.668520205484,3100.542666696824
14,2475.0877486819995,2163.13254561062,2456.11063762241,3220.551927160583
15,2178.812027886458,2064.499340531892,2393.749295479975,3165.115653503653
16,2316.093612744787,2204.581251908757,2459.2422142604705,3159.030490579977
17,2093.714546539937,2037.284637908244,2279.6489059677,3185.520191162412
18,2480.8851067131955,2310.4308770465127,2359.704307190757,3056.609571850802
19,2162.122781791184,2056.0542618084974,2482.2486814342687,2974.9371176426216
20,2174.628430785428,1929.197533598204,2429.509740990361,3591.7458515969915
21,2170.597324212939,2234.1310252172148,2213.699706889812,3370.175305482824
22,2075.1049267889666,2049.1033304130588,2128.030750329822,3208.990517242112
23,2012.696692007385,2154.3208935489047,2256.95497272203,3412.0249991842843
24,2067.7194132987674,2192.216300526391,2117.155002117344,3262.369321472336
25,2058.350875756348,2277.353869856649,2229.574979175518,3566.655446596745
26,2026.5361855541548,1948.948882263801,2109.891999148807,3181.576051407957
27,1995.4385349669049,1951.2865525569784,2235.012180716133,3147.0824580587423
28,1953.4244818948632,1782.245618820741,2311.66272044767,3069.895887467009
29,2141.712630548418,1863.121887264052,2216.397015106744,2992.8014333220503
30,1893.8943880047848,2184.2884195420866,2189.4454769917384,3224.7164640011374
31,1967.342486569805,1897.360953174865,2253.4394971105166,3182.020907856041
32,1965.8776094026423,2150.834498959339,2297.3495590787043,3012.3303007092104
33,1936.065581090732,2071.281396580149,2188.849242846372,3052.8401339961383
34,1891.963382229323,2012.343304621276,2013.2396931019184,3309.8350339752383
35,1838.4292448184613,2090.0102636366187,1934.40520899434,3199.79078550162
36,1844.451213881979,1942.330555278555,2248.419108370527,3015.41272526384
37,1979.5372332071584,1850.8475122366024,2086.870196427774,2957.7704990881884
38,1725.569165871192,2038.4429937214384,1977.1610425071844,3081.888879910357
39,1891.2135768678115,1943.59008102874,2317.9862717357973,3186.696771773275
40,1862.755876161872,2045.004455057539,1974.2664695072724,3266.8774270435747
41,1898.461044247048,1879.3195377147665,2199.017659277227,3264.406168357244
42,1736.9200913125103,1939.8278567349312,1935.59016650646,2703.007725162139
43,1653.830757755558,1824.53893281052,2086.12154228769,2713.358802265849
44,1799.864719023113,1915.02667812308,2066.525279925391,2585.401773295024
45,1936.4751653538683,1879.662059180771,1867.311378269096,2776.2546867192605
46,1745.2180157146238,1858.410918705213,2055.351225112196,3094.6761598954445
47,1746.2512350666914,1986.8632708121447,1847.7889923513533,2955.4585261444604
48,1786.1016837590605,1824.4212567930188,1995.9622888871093,2938.433864044789
49,1713.272222233935,1960.0184276420607,2070.994774282267,3092.8103312959843
50,1698.272096384825,1832.077580297472,1761.5647366753371,2877.0583268478613
51,1744.073246481037,1792.8195595887914,2067.461622701462,2776.3506331825765
52,1705.887336627496,1946.17173969155,2115.862271492485,2942.677011462003
53,1788.2088528204872,1901.755716050048,2053.0447491097657,2963.8753793870683
54,1767.375669860413,1813.443544018333,2037.2263762165933,2874.205550103325
55,1687.4622574096938,1808.6985437695828,1983.993716060628,3041.962215781698
56,1749.427547646515,1970.9145107200368,1917.2627230761457,2856.118104650396
57,1637.4057583537249,1783.3465517329496,2123.368636510145,2830.2266845754143
58,1677.9846168998995,1869.1132816992792,1961.9262139404536,2722.0890235254087
59,1706.8681958262264,1779.1622706209128,1870.6944060616484,2724.3615708389098
60,1668.398831416795,1884.9597877235533,2076.358665730126,2889.5503226570745
61,1693.5123353435408,1862.1788943045897,1933.6059206336545,2642.290797674593
62,1690.1518248249486,1769.371197576011,1969.17178442264,2842.9825820634555
63,1580.9259970940018,1853.94936354707,2033.1950861551984,2568.094881775414
64,1619.0581511494738,1797.6731684036945,1947.892380155868,2861.163202239643
65,1493.8572908618253,1591.9395063265215,2085.214439268424,2629.456350510778
66,1506.506729590174,1729.971019217457,1983.571818900732,2574.1417185195764
67,1675.4789783805627,1773.2058261891293,1886.418137760196,2824.314108657841
68,1664.9845630385255,1930.6808251862235,1955.676382051022,2767.532172632062
69,1756.480511303908,1733.0438432130102,1997.1743821701552,2755.4224226299434
70,1574.9091238747635,1899.5694832222373,1858.612638036616,2759.476211808807
71,1435.1370217078368,1887.4553628030424,1949.6367080429893,2720.8228530869405
72,1680.2886385387285,1837.8524094696936,1711.824248894679,2546.777542399918
73,1548.580159777408,1901.768103149937,1973.681087193136,2890.691982540486
74,1606.1892956390482,1686.6715792659854,1765.0994638205384,2654.6335172424647
75,1574.483969940325,1748.584874049341,2042.6225863855284,2642.2391972485275
76,1561.2053149042993,1717.3250001093222,1826.043190308948,2843.517827897561
77,1666.6719285423333,1665.2232871971755,1843.1539450138107,2612.54779064407
78,1587.3783323605203,1587.7719527663544,1955.8543794833563,2833.684756973199
79,1673.8308728833003,1822.7331600165096,2123.2076313175007,2927.6763458036226
80,1623.7438730692902,1560.660183856955,1861.2169203797555,2632.233746367664
81,1577.5518495036445,1911.0391360467847,1905.0336990980816,2778.3426570801275
82,1576.9300744359864,1747.545609918732,1778.9070799354502,2568.767162095581
83,1588.0489228784736,1680.0032142456257,1859.6019768713363,2713.001690313992
84,1482.810777051063,1628.7543956026138,1757.954903960847,2658.1250275164048
85,1564.0762559216266,1639.753790559663,1860.7812241423767,3017.455248150803
86,1532.7675028372762,1714.787924069327,1806.1416363281417,2633.071493306878
87,1580.0938859050732,1718.481067955728,1760.3802448405324,2736.7745619019297
88,1685.5623194496636,1705.9039160571783,1887.34435823086,2684.1182926518586
89,1572.8422017668208,1665.6227557778702,1857.9834556342207,2505.697100507508
90,1443.471522651194,1496.8501944310142,1803.1887325313,2810.8493084638058
91,1481.344109300885,1688.9770706515114,1765.6751012003483,2659.9745773247782
92,1488.4601556660873,1593.5541002155546,1921.3691402798363,2646.932190579926
93,1395.456269956184,1802.2591630992376,1831.4590536178664,2758.166086318915
94,1470.5863635860198,1650.136842590916,1877.303448754293,2656.0046991317377
95,1504.8462862437302,1570.6421143652608,1820.641430046844,2705.850337421661
96,1479.0806282746162,1813.9222498616675,1745.0564333054797,2719.574719462388
97,1462.583000315579,1566.3639859640784,1653.165447957507,2545.388947252307
98,1487.6889960328465,1518.505897339399,1675.620478674576,2931.764284254876
99,1464.9719133300218,1595.9012451097967,1820.2230750049423,2459.8584161857107
100,1613.8548412491778,1765.951542720793,1798.1611442579494,2607.2510987655146
101,1438.5602572066678,1545.158733329078,1795.4584370377397,2616.796628000347
102,1497.5406081383444,1513.921792092934,1836.823572798685,2444.056801521905
103,1409.3818290332035,1648.0274858766168,1758.439127480187,2542.991979764592
104,1439.9495227151135,1726.851049051816,1933.214522136472,2648.434384469859
105,1472.6773031403347,1638.7239869338964,1698.3983972051806,2729.979624251068
106,1591.302919757711,1617.641032155662,1815.1688906623856,2469.6409961281856
107,1386.1916043389197,1615.3975778085885,1628.7021161989808,2614.3413997972334
