timestep,injector-1-production,injector-1-pressure,injector-2-production,injector-2-pressure,injector-3-production,injector-3-pressure,injector-4-production,injector-4-pressure,injector-5-production,injector-5-pressure,injector-6-production,injector-6-pressure,injector-7-production,injector-7-pressure,injector-8-production,injector-8-pressure,injector-9-production,injector-9-pressure,injector-10-production,injector-10-pressure,injector-11-production,injector-11-pressure,injector-12-production,injector-12-pressure,injector-13-production,injector-13-pressure,injector-14-production,injector-14-pressure,injector-15-production,injector-15-pressure,injector-16-production,injector-16-pressure,injector-17-production,injector-17-pressure,injector-18-production,injector-18-pressure,injector-19-production,injector-19-pressure,injector-20-production,injector-20-pressure,injector-21-production,injector-21-pressure,injector-22-production,injector-22-pressure,injector-23-production,injector-23-pressure,injector-24-production,injector-24-pressure,injector-25-production,injector-25-pressure,injector-26-production,injector-26-pressure,injector-27-production,injector-27-pressure,injector-28-production,injector-28-pressure,injector-29-production,injector-29-pressure,injector-30-production,injector-30-pressure,injector-31-production,injector-31-pressure,injector-32-production,injector-32-pressure,injector-33-production,injector-33-pressure,injector-34-production,injector-34-pressure,injector-35-production,injector-35-pressure,injector-36-production,injector-36-pressure,producer-1-production,producer-1-pressure,producer-2-production,producer-2-pressure,producer-3-production,producer-3-pressure,producer-4-production,producer-4-pressure,producer-5-production,producer-5-pressure,producer-6-production,producer-6-pressure,producer-7-production,producer-7-pressure,producer-8-production,producer-8-pressure,producer-9-production,producer-9-pressure,producer-10-production,producer-10-pressure,producer-11-production,producer-11-pressure,producer-12-production,producer-12-pressure,producer-13-production,producer-13-pressure,producer-14-production,producer-14-pressure,producer-15-production,producer-15-pressure,producer-16-production,producer-16-pressure,producer-17-production,producer-17-pressure,producer-18-production,producer-18-pressure,producer-19-pressure,producer-20-pressure,producer-21-production,producer-21-pressure,producer-22-production,producer-22-pressure,producer-23-production,producer-23-pressure,producer-24-pressure,producer-25-pressure
0,958.4739283911996,39978.20795382626,1009.009111632628,40101.5912903678,1059.5887073400531,40694.05115053522,1168.9179947811335,41438.70780451021,994.9012231047792,44039.17133229358,980.0333779138208,41210.83899111696,1099.7211069797236,41197.27068158492,1122.6897344456895,40675.14305412322,1041.4647821546912,40959.34124725156,1058.8274121956526,42047.13628160676,1049.5779626528602,44912.3434807384,1003.6205612553364,40537.81053503513,1008.3577765975344,42955.96039551504,1075.0092068665545,42641.54677627917,1103.4556239171875,41410.72005586539,1051.046922103297,41719.77358566135,980.0686350536664,45454.00630519578,961.5075189790964,40104.41835027441,1052.3905940863335,44442.86107303705,1139.588258620596,45942.593344067085,1025.667238746501,41860.05841197163,1095.2939167037396,40673.0699120792,1063.0400105563606,39557.42924734043,1046.3915870157696,39168.64681699905,1132.7178267844472,49639.12662447042,1003.7511493119642,50801.56756118168,1090.695340452773,45438.15057963607,1029.1071042764029,41624.17097652079,1078.4152470714828,40332.43951361929,1092.3063277126753,38289.127497391375,1060.4266605167302,43285.05098951373,1109.0662752264295,43664.1978671174,1085.0687700565777,44980.97512754337,1115.728282104852,39259.44039681642,1092.1888793556743,37775.08467215826,1102.1041594785338,37161.8454079118,6886.452695199986,5038.604348016985,5428.454095717205,5028.062688958731,5822.587977308472,5027.706317417815,3796.72449671157,4946.425659204203,4000.325029432936,4960.429193905308,6205.779932241126,4896.66705157408,4905.504550950705,4943.282806868348,5825.160110938439,5009.894949155151,3965.109633064744,5007.099960235889,4472.198178858226,5092.644516719212,3810.167823257825,5014.518420278876,4618.04018381865,4994.685006155884,5783.614877424189,4931.6147264304,5857.030856379668,4950.559354699618,4058.4180761249168,5017.286143239475,3494.9552819923947,5027.244879801814,4231.782336848231,5008.434851738487,4850.057670930695,4936.769718199928,4975.635039497295,4953.28414495473,3042.5276312377305,4884.614366334962,2420.705312874906,5028.163450785843,3962.0419923178206,4891.047979036835,5043.177417198907,4959.705438830906
1,1013.352305698914,42939.42398910865,931.5865381927854,44498.79035709773,1068.4656618511758,43432.425933226645,1097.119330772156,44024.92331827767,1019.6019978682122,46989.06367926961,991.1409723490084,44631.87661874892,1040.010879053374,43944.21991416385,1139.8558522306132,42630.58552811052,1021.9310212450412,43609.71797009413,1089.581714398748,46518.00146231561,1161.0036923716448,48997.487271703634,1080.266824612448,43642.44237345897,1001.7962337485994,46123.21219959753,1051.512593294755,45868.28998742483,1072.482759050945,43253.384644517166,1117.559966611724,44126.54043536515,1028.129520701251,50051.80700837529,1007.9498270412266,44939.26000801467,964.1079912533264,49291.375198431626,1084.3829254606287,48638.07269050911,1022.967904148084,44419.78428207615,1109.947704777375,42535.3932665778,997.5490662086768,42288.80775248119,1059.058557508005,43449.52857375106,1083.7334587239488,52265.606408446925,1080.6723881827368,54345.1231816045,1046.0209771830728,47594.3609809753,980.3498560038996,44239.635561573945,1136.4421431362423,43084.82008837336,1056.9364650379014,41817.75270054891,1028.4569971448907,45767.139304727134,958.1813538712096,47110.93442633701,1124.2704828471776,47019.03082101597,1065.1425048888232,41424.8714341532,1100.4667202549797,39759.94332897135,1023.1008230347068,40723.28815339808,3987.893840952277,5013.4755042156285,3323.217352793723,5041.442746159739,3741.5126310920673,4988.327642758964,2698.1826637679515,4977.555497156695,2407.573865768186,4999.463436548622,3873.212790545495,5012.325722051924,3106.9946845295867,5080.503160889529,3450.032211706946,5052.079260172707,2346.54013231022,4972.695535435329,2448.260469078587,4986.961550264239,2636.368280382068,5048.955595126186,3419.4330020967486,5054.187125212147,3902.554994437151,4964.523916787059,3390.652812142359,4954.121264183022,2794.068489571663,4977.729735574923,2537.5222332123703,4999.736822158053,3028.077427871014,4950.269988497471,3271.2804123242354,4992.48826753032,4983.386465713257,4904.791289873671,2185.003240165712,4993.7777472951775,1758.231859763159,5059.045813020778,3033.992625611125,5094.7077737563,5015.97670400239,4978.2236755065815
2,1091.209401759175,43752.64812743573,1078.912470411295,44853.41651138631,1090.9094503679553,43515.168688065176,970.5513882126048,44972.51607937236,1074.1031961418037,46665.95024147727,1046.3535585537988,45184.296219329226,1098.1811647631512,43764.01685619774,1092.2044911653336,43167.02601347135,1137.4883780453845,44152.91469338536,1131.750952163707,47270.88493816538,1132.475682666759,49839.89002930137,1119.2736530592465,44592.50341885074,1069.12079858868,46950.48764367651,1048.1190469462565,46579.82994251487,1090.7159413530992,43682.84770176109,1078.9366341992804,43540.166579436765,1066.9997911824971,50358.8551635494,1107.2040250941675,45487.90825447393,1139.802034604341,49323.24996335586,1140.9128183378268,50418.50291782569,1063.062064262584,44344.88992859504,1091.3744376750756,43085.32501290228,1088.0099235022824,42358.65880116,1098.759117008061,42694.0217361582,1145.5219305843914,51899.78896824747,1054.4528058357887,54359.36542594668,945.5889141381346,48662.61210915926,1020.7816831280984,43343.71314473819,1137.5360116640063,43226.50929545376,1011.47728455787,42613.26225763508,1023.9061845420832,46641.681734944985,1129.7572004045871,46051.90664686551,1122.785620064906,47137.48543584213,1175.3205505982537,40667.72869306698,1097.65884372181,40161.6965421293,1225.5439832390764,40953.07521971988,3736.2702872225286,5116.010966279364,2968.26081322031,5002.935334321852,3421.579064472695,5012.56728037846,2808.653739315357,5048.630172587962,2203.3203574152863,5074.993360769518,3464.5205426724488,4997.166528658964,3132.601587400291,5004.963875573718,3498.086848285916,4956.569220341755,2321.053221468277,4969.220424251457,2333.687619390322,5061.539169834142,2539.581614864433,5039.97913055507,3168.9908273026035,4970.209282788338,3582.7940672491063,4964.800679007079,3522.504508610656,4949.820240749267,2465.939626290676,4969.977791193249,2452.0468766991485,5116.13613925995,2829.4716648749272,5046.088608841534,3223.3666584872403,4989.878463378093,5028.125653541671,4937.745619960861,2215.518320788108,5050.246907261955,1745.5909409486428,5026.830602616718,2651.671491984393,4981.938745058889,4884.977646750032,4992.507951077272
3,1109.784049525181,42896.83111176197,1121.6782918536449,45242.4023719279,941.4124376466266,43527.53302546168,1091.7672436816658,45406.68387867069,1079.2276042021513,47469.62803313136,929.188253302076,44940.72305141136,1207.2713317275443,44089.54651073182,1106.5126012413157,43300.87467065026,1130.1309852328045,43843.32247496199,1066.8775688263756,46581.5667518058,1033.8879616488823,48911.543919626776,1150.519829199906,44998.2397726084,1055.6322182981526,46720.613590820176,1067.2457195111742,46462.93125243951,1118.6914015545703,43042.266062667964,1041.4621785649358,44883.15499067603,1110.1880538855942,50522.56127717766,1109.2106726324105,45559.40312603072,1141.5736778090416,49038.03995898814,954.9051136968476,50127.36997516312,1047.8140979578654,43503.456246941474,1099.004475025841,42900.0098305536,1135.611455278711,42382.531005458026,990.6499060995964,43659.48909943216,1070.10403528735,52076.566614273564,1138.69605005717,55510.27555254432,1075.036057572099,47884.20960281308,1087.4388152199426,44485.95258016792,1058.6476212818336,42835.31781774472,990.6478922219918,42789.989810014406,1020.8696285277975,45721.50564396892,945.003423764243,47077.18156956177,1064.6134433767463,46924.62530678725,1124.7165681183053,40920.48758726253,983.9494217375576,40273.97963025941,1140.9164377311583,40743.32405761292,3823.146877172042,5063.026390600079,2923.7009837029664,4960.172652666292,3379.2265719377497,4954.458178612973,2304.998092526323,5091.240824141609,2269.5689926677564,4907.632868033175,3376.827301734903,5009.585606584773,2774.2138236783785,4977.88927160254,3458.255134798409,5036.416132134857,2229.616124909115,5067.025627931221,2425.51950355463,5004.226064637537,2303.688905450319,4948.934952643002,3168.7577868039,4975.819810127381,3562.7530339272084,5010.758231648307,3642.202045679572,5095.548783952177,2438.6720313223086,4925.01911038716,2428.0142257856123,4993.159763492506,2496.168624507621,5011.113445077702,3175.963718927895,4955.831637805701,5013.867155437787,4940.52475926857,2009.611054829672,4958.676906797135,1934.0612122209109,5013.688995846729,2881.992921494396,5009.580319616715,5058.951202263566,4951.603824474662
4,1066.140501447716,43587.72253293386,1059.9105286061665,45435.18675292996,1034.7236715363997,44164.886720497074,1094.9295873621431,44643.9946931467,1000.2749932693464,47024.9314879755,1214.9677184039724,45106.79967003397,993.6714176453992,42850.61008132748,1090.0015896126213,43062.166722873866,1038.951866562258,43240.25671970321,1076.5634273219605,46536.08318908927,1083.084687684802,49783.56907662214,1206.955577477804,44398.79298017226,1050.3260536454768,45952.32940725493,1017.7043344291252,45987.26632939907,1129.2271574374513,43303.024896346455,1081.533672915889,43421.70016460213,1083.3155719381334,49552.86426835833,1028.4336407036171,46108.27743477109,988.7052868832828,49023.90868772708,1055.736042188713,49297.91730698551,1035.0767648970348,44246.97361878696,1013.7001062984988,43158.32841421286,1021.1279890154216,41727.97463100119,1049.510611334984,44309.61818944461,1107.321093793677,52244.08667926866,991.791074528461,54364.80859548384,1138.928517280926,48475.04879370776,1066.073530198155,43801.45467314527,1128.809784702711,43156.64183411161,1132.6518710733726,42530.60632833096,1109.6446344844558,46589.69333810264,1050.9831838576088,46985.67825352292,959.260646775616,47300.42592946307,1111.8470116328658,41818.060325503335,1010.6343897136464,39924.72130898568,1101.6212486507206,41495.07338075937,3640.625522418892,4993.49005560993,2865.840592076799,5047.954973321096,3215.755001415958,4976.188049794471,2533.191013585209,4937.948911676576,2311.966087787872,4979.313572592479,3574.5494565073745,4945.155933971284,3018.361628457183,5034.994490992971,3323.187089230633,4994.172010611799,2271.841292506256,5036.397980998566,2358.865995225638,4998.66859957677,2208.8689795660325,4965.335367170113,2940.5125270317494,5005.534869051621,3537.8098954714064,5074.314424354536,3333.7603874882625,5040.38706521693,2422.57350608645,4983.1662523737605,2150.2886777708445,5033.386658453651,3011.4927230323124,5019.309246956865,3117.134910748771,4966.331530202923,4927.29136983433,4992.048558146082,2134.732276267473,4965.005521730467,1673.292558998495,5046.986612478576,2955.650266807684,4909.622331759731,5008.851675254064,5036.328386684726
5,1062.4760013542991,44524.55735219091,1080.478135705599,44778.733120556535,994.5656234688043,43445.46155940953,1152.4492644152135,44201.973943799145,1113.4960169029976,46992.02223436717,1156.5738465012296,45568.58146394192,1034.006467814898,43765.61122635135,1029.4811276428002,42766.742423398486,1126.011206787695,43674.9174964116,1046.0920697805632,45876.10092107327,1047.5923305277277,49431.27763651672,1028.7732256051909,44531.31076309162,1092.167704175392,47461.5091011651,1005.7181044284722,45329.613355386056,1102.4430832319704,42253.96619567474,1170.6659792700598,44184.26246524138,1155.4384514924682,49742.0647289648,1064.4780175281444,45744.97272167677,1104.3554636470362,49396.21385147993,1092.6135184363354,49583.547016445606,1095.849657510087,43029.08486244887,1063.397158523971,42182.251948536985,1049.5672385567032,41554.84417513946,1047.0908943479274,43262.68404306353,1022.9737027952392,51913.43551819013,1109.0376955241118,53519.30725067384,1191.1479695142286,47511.64435285589,1067.048239073471,43866.28480058237,1119.6423353677783,42750.60822931372,1064.6513263598963,43457.74890848581,1154.7919526003748,46407.40473016632,1061.4837420812653,46427.14822232966,1158.9435779688747,47645.35893834011,1075.2246555980803,40971.69733177644,1124.7235867567604,39911.63186950306,1058.4189536409583,42012.70659586502,3238.648758767171,4929.902804265531,2804.1193975591127,4978.438835630755,3197.478167962542,4950.788922812732,2321.588533138147,4943.257789640521,2158.938763456848,4941.2778957594255,3454.241753837852,4928.3973547795,2788.492398241614,4959.940021154202,3144.26396242844,5120.076351116365,2040.521794119513,4958.0391881207215,2388.122734664081,5018.816387159233,2360.9978661803825,4974.10418988043,3131.958662068082,5017.328328057217,3342.2594061946406,5026.030346394687,3414.449715007904,4942.015973371593,2262.0118336893315,5003.779984295416,2333.7736910488,5045.086420592889,2600.5854497214004,5007.813631954442,3123.7029371684844,5012.335518866407,5062.395432234508,4978.1443733184415,2168.960821348844,5040.308161224098,1687.217272916223,5034.112025294238,2726.953775431732,5040.608047494152,5044.907678162514,5029.192935656469
6,1093.1370377818412,43359.57505438417,1039.658464782464,44559.25153237001,1108.4002307972844,43647.20321847481,1184.9326546342354,44094.52893624772,1041.2510065745275,47260.60263678001,1095.83878331364,45447.26940336534,1021.4189961660642,42778.45260787868,1092.9525630109747,41716.745169726426,1134.302239489069,42978.20039371235,1013.76730081898,46105.60987457384,984.2148754435204,49078.6295040575,1211.150786476272,45105.87157027944,1112.6757590628972,46528.07148578222,1100.2450131002915,45220.69054181764,1126.9204954885315,43077.77841874703,1055.065735738838,43066.04608683507,1142.3659091315214,48881.52973972928,1084.779228529988,45759.51189600608,970.4299200809826,49130.08116818345,1081.4469562289485,49026.00238869745,971.2777142088418,43200.74974801011,1040.9247116258928,42550.10750541691,1042.8389539922252,41201.27090704136,1153.9216136645216,44254.94614026615,1081.8473652377843,52536.91289599725,1191.9434314565226,54210.3246069032,980.6345712514936,47378.628088815065,1116.5055467871491,44022.56741592328,1225.0273656200095,42615.54589990288,1106.370977143614,42569.64565796352,1101.2536724287208,47357.579743605536,1051.8296887055203,46598.33729153397,1073.3442715756792,46986.27053665065,1016.35520940952,40816.34021871696,1075.0865804289526,39988.18498984297,1080.7989958197,41098.51851488472,3141.304191201515,5096.923233966111,2839.542059305433,5034.561762168068,3052.781864023432,4947.42396175311,2400.183408705356,4985.850095176725,2146.971439288933,4984.264176050489,3107.3341793050663,5027.241596436696,2840.5349400485907,5012.8172901715725,3217.589155300329,4990.446274119292,1873.7235101768647,4962.125580312373,2211.837544558939,4952.542786037986,2303.6351356243454,4995.263093837228,2723.803297594656,5049.173868776511,3579.9608004061206,4999.935236247707,3404.9301233407195,5051.494702430054,2114.0541199918293,5005.81742362748,2079.578989445478,4960.408212377953,2793.842833124527,4981.10567115532,3136.473589140088,4958.420097067232,5013.907185107886,4912.570628446147,2189.141682513097,4906.420693273321,1875.6318878155105,5075.157349502504,2866.099442392888,5018.405905813729,5050.376958882518,5071.754375669326
7,1000.3970014778384,43592.96197156817,1051.5089901109636,44206.31966161681,1081.2839260008582,43760.9801539044,1065.6820859342934,43851.23410339322,1046.7509791671823,47060.3281794437,1053.6907948847977,45690.54894056223,1151.86166228914,43850.55281704438,1012.4138928631478,41471.77243551278,1014.2262431968476,43235.788941929175,1022.5829281937326,45500.92544972647,1142.671562146632,49536.417333876576,1099.569511785449,45163.72327061032,1039.2192959429808,46203.41424665839,987.1701585477496,44870.31695297394,1067.583741278322,42478.238207171606,1041.676981325145,43993.745162750565,1039.649203335846,49451.90708011887,1104.853737439742,44902.33335623539,1086.9986127948491,49633.53599673129,1051.4144202711277,48563.31235759888,1127.9408683839015,43326.81386952334,1047.7300211530958,41902.44606096362,1044.3698439418324,40622.92014430559,1149.6863324719882,43139.42248639934,1089.5949288642644,52328.527720522834,1095.4907865801013,53417.6103695648,1027.7385483495816,48130.6362652742,1092.9124047135824,43160.34952311189,1090.959390261703,41880.10193345464,1052.001936392645,43034.59563427741,925.1301500142944,45936.07350439775,1082.1061152894886,47424.58446503673,1023.3297024319028,47510.23454342595,1064.8259459217809,42190.74613490325,1118.7930950608843,39738.35236854828,1012.0782108954864,41686.59051088501,3273.857797831316,5005.021010745261,2944.865845371037,4929.313745009871,3055.281320509708,4992.792119259513,2168.6162041100065,4962.215565978955,2066.819615483404,5075.3153915778,3415.2034450488154,5072.8140340005775,2723.7143273538336,4989.280827798132,3069.849233486115,4875.812659873034,2178.160290631989,5062.468712337649,2089.286061052813,4960.152001763072,2343.865595439313,5041.413228439842,3068.165676606736,4935.556175511298,3414.5949923603835,4982.139820535628,2894.703685716563,4986.069395365898,2148.87113322867,4998.865150208304,2141.4090485082925,5046.07887188197,2605.3166660257166,5048.9661856757775,2841.077002365821,4972.582062851099,5015.831407460761,4869.081147333497,2107.5999878589173,5067.125914350617,1788.6311214265595,4986.485009085126,2642.027591039772,5081.173698657567,5043.987492273633,4919.04580835506
8,1055.7397598692355,42303.17528443945,1057.022370445411,44898.58061893886,1116.894797433357,43411.15333095616,1063.8364464994268,44605.412336992464,1189.998915491027,47498.06567749287,988.2078845325584,45540.94472366419,1066.7846072533628,42891.5259252033,1006.1991909143547,41980.814890622336,1101.8815524567667,42194.0614904005,1059.810975227109,44643.51285050261,1140.5393047780335,47715.396299558255,1062.4231140769846,44530.579928485626,1090.5745421370766,45915.25982101599,1052.0234777638386,44757.37010338684,1131.699832050127,42143.99518480146,1057.3561552285391,42318.23190947097,1053.2112877841005,48160.78032414872,1088.9554580262136,46172.37256352033,1158.109183205618,49492.49089693107,1212.575715282336,48999.05229458146,1075.1331824630531,43577.47613005266,1018.272652782588,41657.42797688642,1024.494882325701,40278.64819557808,1035.8436488755876,42991.57618903995,1047.4448197538372,52882.85597001712,1118.2093467910593,54172.111898443865,1097.7054927790678,47578.219509986346,1048.346949599755,42996.40978205606,1073.4102465296287,41919.69575296959,1135.4471891387668,42801.4041491992,1060.7999575815447,46328.66487453773,1104.997372252764,46863.96454982572,1169.4492373665776,46921.95317285557,1081.716648463251,40576.73128334033,1207.6779783109143,39631.59647364502,1085.8300842859032,41166.85312878715,3538.3114143860703,5018.4721662998845,2787.93347370874,5033.48038082216,3147.218876041666,4981.813436210896,2234.846920904662,4984.583543338888,2349.272786411856,5008.857095171871,3582.532802066852,4991.161221055539,2384.0886261936403,5002.975919643111,3107.195545825017,5063.863878591437,2173.9740716847746,5053.896736889544,2172.1412103579546,5053.617321230416,2456.000463223921,5027.5082441219465,2614.61720797752,5012.372269744046,3197.23628779164,4967.124053012202,2976.747960931326,5031.774814241403,2244.1401755403112,4988.393303007711,2020.8491559373813,5079.325739004939,2711.140008083092,4940.080443199718,2921.034411986169,5091.050740271873,5024.718067550618,4954.097758607573,2142.197277972441,4917.632441944802,1711.7853157134332,5045.642769825877,2907.0445479168743,4944.69816052495,4991.82361436171,5009.947094792352
9,1142.155064384603,43583.83125564731,1068.2006283818894,44772.322640238,1103.876632735141,43327.070227740085,1072.907388629858,43873.65184740379,1157.4935372998912,46676.91266509594,1076.2220276575315,45671.9325718857,1124.4711125305334,42791.6990236308,1143.202915361889,41432.818936541655,1011.161522323345,42207.68131212143,1170.2806811159403,45318.902963859866,1123.7432509083037,48150.96397344821,1036.540330840572,44298.30233334932,1046.5319622264838,46306.47033163429,1086.1029853379937,44896.84344107757,1174.922760968626,41847.62364560133,1055.199494387187,42819.773148553446,1142.1988344648482,48355.12895184889,1082.1402238659964,45980.58352144498,1076.2236807724769,49257.13639386757,1152.633763290884,48391.79368874601,1104.8801196737704,42543.70641058904,1101.6350200938582,40664.80126552291,1003.0546483988282,40480.88095598426,1008.0422359428042,43049.71777064008,1072.5894347985109,51983.412850192224,1130.6300843762572,52921.274968933896,965.6199666748134,46594.09806672858,1044.351459095632,42315.30616843578,999.4207289031568,40276.79248274762,1136.097491169635,42759.44454039788,1083.6009646052662,45905.85986794289,1104.2646108721708,47722.0323211071,1105.8930918845665,46993.94365859027,1148.3742840476996,40579.56786943213,1099.6520647313998,39599.83928886106,1163.778483934309,41261.411945719,3175.952439737066,4979.57339989493,2875.057478340932,5048.00641656297,3015.653557607452,4981.881106348246,2245.498086477768,5001.573971526627,2150.8157909742863,5056.174780915116,3253.733144323191,5017.546075173722,2843.6918289483847,5016.727128148187,2938.8620619250664,5076.300924470844,1944.246891670077,4994.105351585057,2177.279697062025,5052.28443115891,2383.0997674254904,4947.165590760405,2896.3665040577475,4986.178830271767,3017.488337251989,5025.69401345872,3342.493720331685,4920.044551599913,2106.8604774072423,5037.641333349766,2265.2529232020447,5036.600333193804,2453.9719498864,4967.433994751104,3054.1489121931672,5074.804173596116,5037.026838605978,5018.451933828619,2138.613873807429,5020.157098727601,1853.229522758225,5026.181797723608,2958.9936440820256,4961.291078856194,4941.181736675974,4979.234280857138
