timestep,producer-19-production,producer-20-production,producer-24-production,producer-25-production
0,6349.468873615549,6036.385516280858,6342.426802558526,6533.82113452864
1,4409.696334286252,3787.591212498172,4288.842938408209,3461.100800525661
2,3825.976907712965,3597.4065856661914,4188.077662787347,3494.136069794918
3,3857.558886965456,3329.845234034254,3898.704695093552,3352.946307430092
4,3507.061298476306,3170.8883969949275,3885.389759110535,3094.837694708954
5,3542.8430982712,3127.096925215198,3620.970094767361,3276.2126879343627
6,3461.3003008899527,2998.420657266396,3662.946963951504,3307.556736167849
7,3536.5555198337447,3008.7899572372344,3606.0797300003264,3085.9252337893686
8,3536.630366513523,3102.249068982855,3252.213032886296,2863.4032120539314
9,3576.157939170557,3105.8086456713604,3598.1272442628933,2962.4868650569497
10,3557.7140839738304,3059.7277364793,3706.255465973292,3027.2983333807338
11,3060.1962049890594,2697.812510258804,3638.693388904312,3015.3452938265355
12,3351.929298218506,2844.6460950814585,3488.2962836728984,3581.148159391185
13,3165.402417534506,2698.954505321853,2942.328083356823,2998.8135180096465
14,3113.9900816792488,2848.359268835586,3392.980522945401,3058.228371456904
15,3354.665932218289,2839.1643972867205,3497.9585117699776,2905.7919608686225
16,3134.3426661061435,2745.574852056061,3761.217649273499,3179.5965046842266
17,3476.749698089291,2830.407048249724,3437.123176540755,2906.4755151401923
18,3272.835285843474,2787.1979176192112,3319.7727585771204,2836.803003679104
19,2970.327808950145,2734.5783289212104,3357.7636514979886,2848.484680522745
20,3090.6074445101667,3036.7103704586693,3290.722572171604,2987.284195742608
21,3007.281571502948,2831.40627333538,3371.5792840156496,3162.619653866865
22,2905.315301810567,2803.0147636439183,3545.781458747144,2601.0759525325675
23,2992.675958733417,2625.062925555155,3087.7819506647843,2870.2880415657537
24,3080.9200049191936,2900.3346070976486,3219.8887865714537,2918.927330728233
25,2741.5080685421367,2610.360248000843,3244.3663243319897,2768.2852406502275
26,3047.216226506085,2775.2492731701773,3216.2176958445257,2589.0600606932726
27,2781.251061600488,2689.021545941744,3009.623241437024,2641.1164311780244
28,2704.244644061884,2509.742297215671,2948.1601933159336,2618.1221973759325
29,2852.874607405321,2575.2577467286505,3191.484866322006,2787.552554350294
30,2559.814708040361,2517.2187124408206,2951.577052606212,2847.855613252353
31,2703.33750783846,2481.602474825273,3045.124943340715,2955.5680801909098
32,2823.052652080537,2479.591340126971,3187.15026496054,2644.640409201535
33,2399.7064967664364,2423.657118663933,3172.185059381705,2888.5833165436143
34,2440.110957485266,2613.83868309172,3168.470760026028,3089.0887355010764
35,2631.7959558181446,2536.6329562974897,3097.739401171444,2887.63953640756
36,2840.8492231231057,2217.5056834281813,2905.2612551434386,2586.1698203668498
37,2620.525024716014,2410.135546906306,2778.4521088750325,2696.5460053812976
38,2676.955748606626,2594.7800311124934,3037.032178961363,2631.3205501442967
39,2751.10995668604,2489.44391573744,3047.6359888455145,2511.835600396154
40,2435.6574034361543,2595.1472637253314,3194.246548045803,2904.122954078898
41,2532.9517582392714,2314.996494406406,2995.099149439365,2523.065395717917
42,2581.872364308246,2537.716006536102,2998.2651287222907,2571.364227335162
43,2489.816190366942,2409.434794607097,3027.2927073760857,2704.2334356843808
44,2515.2155680308665,2424.222724484355,2878.5312159832347,2445.236785358968
45,2524.487464847696,2403.866785277738,2793.30182286252,2607.912987067651
46,2308.234441293636,2304.144686370333,3033.1610037997502,2685.802235253996
47,2393.366391506896,2536.745032094638,3016.174718250746,2514.2750618052933
48,2373.866558299705,2241.1261249699087,2746.651473699655,2690.21357409126
49,2580.214862653418,2449.2065074153,3064.8864338816825,2734.85542895682
50,2243.242694688576,2021.2880630096804,2836.0501218690947,2675.995108667509
51,2400.0652062274708,2396.1029613703104,2996.547937405302,2632.222036146021
52,2466.4303632814267,2355.220804038988,2915.3104473311896,2600.6424872781336
53,2355.502475412039,2391.7571155734504,2745.5423305994814,2529.707877277751
54,2475.53309781838,2223.6870969773395,2764.019596598416,2546.298023666829
55,2403.827323353564,2380.9963046709863,2936.54392576055,2410.0946826539343
56,2407.2811385288464,2372.65834873227,3123.577075940424,2564.5707894775883
57,2314.876648066738,2089.505426480772,2636.5406839674524,2489.798310371792
58,2389.340676339032,2421.816149237201,2580.7008009037927,2523.272874144483
59,2389.88912557984,2317.767347262353,2766.7887436519795,2495.3039078578176
60,2404.1308493535976,2421.086621612744,2822.377935743942,2409.3853629403966
61,2231.4948709628284,2135.237052786898,2786.0494939348464,2647.276239043053
62,2266.881574394883,2374.1335758060354,2559.3313350799963,2607.957785679674
63,2294.2594689278963,2062.4666358350723,2593.048281974173,2602.34547052802
64,2289.3695658084207,1927.45437015296,2854.326476759224,2479.270480018554
65,2182.889273521084,2173.622277304624,2859.794799744236,2335.2640358718654
66,2305.6525616543577,2241.5675447159933,2680.638399593744,2462.7822799727155
67,2225.8663282864577,2271.0755649332727,2779.8094329698406,2507.691170777204
68,2188.0442935463525,2190.163024370129,2689.4046753289576,2679.967643840898
69,2309.795248708735,2155.2356488533555,2622.053531400163,2263.5464931124266
70,2143.6007477867133,2069.265429200147,2735.5036543331403,2423.9249282043
71,1941.277849085125,2124.512261946558,2509.902117633957,2300.099004126181
72,2150.786354145996,2302.7054082296254,2471.936131610046,2379.030818006522
73,2237.7176387499303,2220.809722531253,2734.327463418809,2304.9365949745547
74,2378.138592804813,2319.399145845818,2998.572753180705,2366.6878213402124
75,2016.721696583526,2341.7004954419544,2594.7388253134263,2168.964460749884
76,2079.76228923432,2253.671155750596,2555.3656419410986,2519.886142074624
77,2453.7474456811005,2017.7838303146048,2623.3235153345063,2671.8440145273626
