id,x,y,porosity,permeability,thickness
injector-1,150.0,-150.0,0.270059963597695,8.46031880555444,44.6188218610909
injector-2,390.0,-150.0,0.290162429434663,10.6179367867328,44.3354348997302
injector-3,630.0,-150.0,0.2963249196403,11.3836812441943,47.6653028869284
injector-4,870.0,-150.0,0.287214059224466,10.2700114348487,51.6540345286794
injector-5,1110.0,-150.0,0.264891345305159,7.98034361512491,58.7364680337145
injector-6,1350.0,-150.0,0.279041392583278,9.36404171379342,62.4530067481794
injector-7,150.0,-390.0,0.277764060563725,9.22985328091243,46.6635349728715
injector-8,390.0,-390.0,0.26938665823524,8.39619398531971,44.397749545569
injector-9,630.0,-390.0,0.29220528890096,10.8658955193199,42.7515115855127
injector-10,870.0,-390.0,0.294525131946377,11.1545028465098,44.7064911941074
injector-11,1110.0,-390.0,0.289432972592436,10.5307743233189,54.0985862287927
injector-12,1350.0,-390.0,0.295251148549477,11.2463906575681,61.0805173563545
injector-13,150.0,-630.0,0.280849190043122,9.55729861627522,49.5478929693599
injector-14,390.0,-630.0,0.263463268592708,7.85259619993955,47.0112663111081
injector-15,630.0,-630.0,0.279521789674916,9.41501251577528,42.7498917796187
injector-16,870.0,-630.0,0.282478329299672,9.73487101588142,42.165673853637
injector-17,1110.0,-630.0,0.294334998951781,11.1305630920014,49.2322593724249
injector-18,1350.0,-630.0,0.291681687264035,10.8017951100256,56.8848287392108
injector-19,150.0,-870.0,0.277643403310036,9.21727762499297,46.5462406406385
injector-20,390.0,-870.0,0.284907701391691,10.0058136978786,45.2543697932141
injector-21,630.0,-870.0,0.267042667217426,8.17672257956251,42.239035564988
injector-22,870.0,-870.0,0.282121746024969,9.69572433578929,40.8181889976206
injector-23,1110.0,-870.0,0.291123984156992,10.7339357609078,44.2946621580293
injector-24,1350.0,-870.0,0.292771855120821,10.9356842994006,51.1089340815654
injector-25,150.0,-1110.0,0.283168148777483,9.81105046919074,42.1536361457652
injector-26,390.0,-1110.0,0.283957645396283,9.8989695028729,40.6380216091793
injector-27,630.0,-1110.0,0.275143141678789,8.96050663162237,38.2929266870694
injector-28,870.0,-1110.0,0.267227557932005,8.1938237787223,38.22855910182
injector-29,1110.0,-1110.0,0.280548553788802,9.52488574761055,41.5380167436719
injector-30,1350.0,-1110.0,0.291778158210232,10.81357680176,47.6519358640001
injector-31,150.0,-1350.0,0.313840591488944,13.8752676835001,43.8897957522813
injector-32,390.0,-1350.0,0.289643215952432,10.5558225524634,42.0698465750005
injector-33,630.0,-1350.0,0.266305997210335,8.1089390257407,39.7481903963871
injector-34,870.0,-1350.0,0.258600952437369,7.43278061768475,40.4167882163504
injector-35,1110.0,-1350.0,0.270938769435578,8.54475259319257,43.5346025371186
injector-36,1350.0,-1350.0,0.288868050446841,10.4637639710307,47.9365769864646
producer-1,270.0,-270.0,0.276178843887375,9.06599140121613,43.8729446714372
producer-2,510.0,-270.0,0.286961470282763,10.2407399968842,44.1649736973553
producer-3,750.0,-270.0,0.298571791954223,11.6764094169721,45.642547140588
producer-4,990.0,-270.0,0.28693517011788,10.2376969844858,51.7691330758802
producer-5,1230.0,-270.0,0.279616338968006,9.42507695666663,60.4571128902082
producer-6,270.0,-510.0,0.267789342439308,8.24600497568177,47.3244112981341
producer-7,510.0,-510.0,0.275331556027129,8.97960460959113,43.9640792073629
producer-8,750.0,-510.0,0.288396545747917,10.408161261418,41.4400301891888
producer-9,990.0,-510.0,0.29198821934283,10.839275377682,46.4976852578094
producer-10,1230.0,-510.0,0.298165112736771,11.6228738724188,56.4427879650501
producer-11,270.0,-750.0,0.27299313179986,8.74543331668496,48.0836173076284
producer-12,510.0,-750.0,0.276596316286139,9.10886069163134,45.1104211736382
producer-13,750.0,-750.0,0.268691610874609,8.33050826904122,41.6914370220457
producer-14,990.0,-750.0,0.293218866420783,10.9910626773886,43.4545186721392
producer-15,1230.0,-750.0,0.289185409268885,10.501356012411,50.5605078369327
producer-16,270.0,-990.0,0.282339561847539,9.71961799722493,43.3315607828796
producer-17,510.0,-990.0,0.27854456511854,9.31161787107578,41.6248880910392
producer-18,750.0,-990.0,0.27300372570663,8.74648030520085,39.3932233260834
producer-19,990.0,-990.0,0.27986323499134,9.45140893013157,40.3581886969971
producer-20,1230.0,-990.0,0.29129955253243,10.755252197195,45.4821267214623
producer-21,270.0,-1230.0,0.297226879105375,11.5002986203219,41.3363176571119
producer-22,510.0,-1230.0,0.278351019952344,9.29127505416785,39.1675245168024
producer-23,750.0,-1230.0,0.266937864271776,8.16704483712276,37.7395271180898
producer-24,990.0,-1230.0,0.253895629428819,7.04790127257265,39.9440002944953
producer-25,1230.0,-1230.0,0.290024313587592,10.6013782013931,44.4082028209331
