id,x,y,porosity,permeability,thickness
injector-1,150.0,-150.0,0.267117964258896,8.18368275831597,38.8530404162623
injector-2,390.0,-150.0,0.278171650130871,9.27246183653702,41.4043073168361
injector-3,630.0,-150.0,0.275503168793787,8.99703497195274,45.8782232443808
injector-4,870.0,-150.0,0.284771069041365,9.99037718589214,49.7986388812025
injector-5,1110.0,-150.0,0.27356468287444,8.8020987257055,53.1381050139686
injector-6,1350.0,-150.0,0.270380618169595,8.49102950139433,56.9341723415787
injector-7,150.0,-390.0,0.259592880080354,7.51656170281162,48.7006394305195
injector-8,390.0,-390.0,0.276918622409334,9.1420961875266,44.7948462605316
injector-9,630.0,-390.0,0.286795467382382,10.2215480871991,43.9770829434475
injector-10,870.0,-390.0,0.294222488112743,11.1164209922299,46.3736318645207
injector-11,1110.0,-390.0,0.252143999739341,6.90977078114156,51.9977413365392
injector-12,1350.0,-390.0,0.265070193934699,7.99648811432432,59.868790794069
injector-13,150.0,-630.0,0.278540282070145,9.31116721413864,60.2367700021055
injector-14,390.0,-630.0,0.275035258356972,8.94958969909731,53.08929733545
injector-15,630.0,-630.0,0.282570369363765,9.74500106197961,47.7366949823066
injector-16,870.0,-630.0,0.288420822066634,10.4110168448679,46.212439383769
injector-17,1110.0,-630.0,0.2701169401748,8.46576761150951,50.4272618469104
injector-18,1350.0,-630.0,0.28378870685281,9.8800903411849,58.61694276025
injector-19,150.0,-870.0,0.286888104725367,10.2322536262439,60.2645559989149
injector-20,390.0,-870.0,0.282493979847438,9.73659279164726,56.6520882260678
injector-21,630.0,-870.0,0.281187720712853,9.59392909197903,52.8577128970946
injector-22,870.0,-870.0,0.271731456725548,8.62163489016887,50.4069988721826
injector-23,1110.0,-870.0,0.264324450393721,7.92938562269084,53.0141194340095
injector-24,1350.0,-870.0,0.27410618252325,8.8561234112765,57.8262040090785
injector-25,150.0,-1110.0,0.284445469462939,9.95368737585574,52.784516025959
injector-26,390.0,-1110.0,0.262496688546116,7.76729405843446,53.9479330436901
injector-27,630.0,-1110.0,0.283359882094565,9.83233000217182,54.7407491646706
injector-28,870.0,-1110.0,0.293566962038863,11.034380947865,54.1570337249227
injector-29,1110.0,-1110.0,0.294103527176016,11.101487687237,56.0062860191662
injector-30,1350.0,-1110.0,0.270166037810386,8.47046575031692,56.6216166132166
injector-31,150.0,-1350.0,0.281348206131834,9.61134332618379,47.1423607354605
injector-32,390.0,-1350.0,0.274348296878477,8.88038598512373,49.9734528118577
injector-33,630.0,-1350.0,0.295482980967236,11.2758915231889,53.3554075416347
injector-34,870.0,-1350.0,0.309357329804878,13.1898434117786,53.8912672329801
injector-35,1110.0,-1350.0,0.291520061257166,10.7820849981009,53.2965923378124
injector-36,1350.0,-1350.0,0.286091540914231,10.1405646341773,49.7082478904488
producer-1,270.0,-270.0,0.267404756191778,8.21024703956743,42.1455483154412
producer-2,510.0,-270.0,0.277424879232196,9.19454527613629,42.9216815937129
producer-3,750.0,-270.0,0.29151362242189,10.7813005346573,46.3623065246355
producer-4,990.0,-270.0,0.27060747217598,8.51282375558918,50.2669509817255
producer-5,1230.0,-270.0,0.257742559622923,7.36103237955193,56.1642209714881
producer-6,270.0,-510.0,0.27216423946101,8.66390178836868,52.3006212275795
producer-7,510.0,-510.0,0.282490372134314,9.73619586651841,46.3228941690701
producer-8,750.0,-510.0,0.291375349022804,10.7644680204864,45.1498283306431
producer-9,990.0,-510.0,0.278686608754266,9.32657588581033,47.3854380872552
producer-10,1230.0,-510.0,0.263868197377576,7.88860961759914,55.4192201335362
producer-11,270.0,-750.0,0.284668807218149,9.97883938717956,59.2093456433871
producer-12,510.0,-750.0,0.281601482728014,9.63889063797773,52.8266601789522
producer-13,750.0,-750.0,0.282105151067079,9.69390633470431,49.1081465013624
producer-14,990.0,-750.0,0.271400839264994,8.58948475138268,48.7082843637051
producer-15,1230.0,-750.0,0.272884313525858,8.73468613422095,54.7757636311242
producer-16,270.0,-990.0,0.278245687855617,9.2802226678842,56.2811672928648
producer-17,510.0,-990.0,0.277185852998596,9.16974435076422,55.1500152833803
producer-18,750.0,-990.0,0.279058118866313,9.3658117504791,53.3849903739572
producer-19,990.0,-990.0,0.27773513021278,9.2268364153567,53.3737990123506
producer-20,1230.0,-990.0,0.276704237138384,9.11997577460667,56.9770742066186
producer-21,270.0,-1230.0,0.273862353625743,8.83175601550174,50.361540966509
producer-22,510.0,-1230.0,0.26802132680741,8.2676496032192,53.65881982383
producer-23,750.0,-1230.0,0.304979428296927,12.5532149976376,54.7600942261717
producer-24,990.0,-1230.0,0.302988272432023,12.2739207426291,55.0741453818927
producer-25,1230.0,-1230.0,0.291444476998977,10.7728799280671,55.0119307240747
