id,x,y,porosity,permeability,thickness
injector-1,150.0,-150.0,0.27375262277199,8.82081178985429,53.6533631124692
injector-2,390.0,-150.0,0.277040999055947,9.15474713627268,56.6350260023849
injector-3,630.0,-150.0,0.30694532538616,12.8352006211705,57.451078313381
injector-4,870.0,-150.0,0.268111049167529,8.27603611518248,59.8727442876552
injector-5,1110.0,-150.0,0.276647131944284,9.11409265571512,62.3970362400752
injector-6,1350.0,-150.0,0.2703671685428,8.48973912614265,59.1402899639043
injector-7,150.0,-390.0,0.2785192163998,9.30895102835846,57.6541584913778
injector-8,390.0,-390.0,0.283387263370033,9.83537267848231,57.9837174806574
injector-9,630.0,-390.0,0.285575058102918,10.0815540732061,54.9647803982091
injector-10,870.0,-390.0,0.261700852529315,7.69775633787344,53.7416954533201
injector-11,1110.0,-390.0,0.278752384631558,9.33351060260007,53.7637768594114
injector-12,1350.0,-390.0,0.268328013610388,8.29635135130284,51.5623087156028
injector-13,150.0,-630.0,0.303914943176752,12.4031208949861,58.1626756891023
injector-14,390.0,-630.0,0.296373593850669,11.3899442025691,54.8218720707487
injector-15,630.0,-630.0,0.289372609919821,10.5235937503089,48.6184735380746
injector-16,870.0,-630.0,0.266722599185456,8.14720268027117,44.1068308288716
injector-17,1110.0,-630.0,0.270542996687827,8.50662380074404,41.1483092586646
injector-18,1350.0,-630.0,0.255410997315193,7.16962633210915,40.8173457706828
injector-19,150.0,-870.0,0.29311708487711,10.9784287773213,53.4946827060063
injector-20,390.0,-870.0,0.279606812585607,9.4240624194485,48.6225930877082
injector-21,630.0,-870.0,0.272180931713608,8.665536148922,44.3789243547583
injector-22,870.0,-870.0,0.281413975980855,9.61848912480498,43.2065721849493
injector-23,1110.0,-870.0,0.265544059440197,8.03942159594432,41.5037118124782
injector-24,1350.0,-870.0,0.25972256850039,7.52758514257747,41.207712539112
injector-25,150.0,-1110.0,0.285951779758118,10.1245622692622,46.9529349526724
injector-26,390.0,-1110.0,0.283250682508127,9.82020482869093,42.2619747981192
injector-27,630.0,-1110.0,0.28028362875028,9.49641418368775,40.8900828801122
injector-28,870.0,-1110.0,0.285990131312068,10.1289509276213,44.995143736534
injector-29,1110.0,-1110.0,0.272420606051456,8.68903700349067,47.6018841465679
injector-30,1350.0,-1110.0,0.277106233750901,9.16149806484339,47.828027331303
injector-31,150.0,-1350.0,0.291698050180461,10.8037925569231,44.2146812256558
injector-32,390.0,-1350.0,0.285964457326509,10.1260127827432,39.5933466486339
injector-33,630.0,-1350.0,0.280199614536793,9.48740294023928,37.7017527050949
injector-34,870.0,-1350.0,0.273110751409806,8.75706461390796,42.1024989167596
injector-35,1110.0,-1350.0,0.263755842130292,7.87860048128214,46.6408786673613
injector-36,1350.0,-1350.0,0.270503316623491,8.50281041554919,48.7214234773675
producer-1,270.0,-270.0,0.277894087970278,9.24342476172521,57.4354835348859
producer-2,510.0,-270.0,0.29441005788274,11.1400076609993,57.5013565545137
producer-3,750.0,-270.0,0.278528691505735,9.30994777897557,57.1990344663041
producer-4,990.0,-270.0,0.266094303905943,8.0895645366685,59.2169173073887
producer-5,1230.0,-270.0,0.275512722386541,8.99800630467387,58.8635394571152
producer-6,270.0,-510.0,0.287818753077002,10.3404271419765,58.4767784907017
producer-7,510.0,-510.0,0.284575522555936,9.96832606821039,54.3564216332967
producer-8,750.0,-510.0,0.269794619142274,8.43498944306095,49.7786569382791
producer-9,990.0,-510.0,0.27297989070099,8.74412488421072,47.3852717234155
producer-10,1230.0,-510.0,0.269758270069968,8.43152552883642,46.0066013737006
producer-11,270.0,-750.0,0.310186810316458,13.3140547409338,54.7935700852354
producer-12,510.0,-750.0,0.282779920736146,9.76810388944389,48.7618619750224
producer-13,750.0,-750.0,0.278427065843667,9.29926265083255,44.1683481827356
producer-14,990.0,-750.0,0.281193106022538,9.59451293869919,40.8409667763014
producer-15,1230.0,-750.0,0.253869806190583,7.04584497674351,38.8821367521296
producer-16,270.0,-990.0,0.278173967214172,9.27270462096662,47.7255789904811
producer-17,510.0,-990.0,0.273871231547312,8.83264206624608,43.1910952478618
producer-18,750.0,-990.0,0.281312685459495,9.60748626475576,43.5214730114593
producer-19,990.0,-990.0,0.279072858722622,9.36737185353056,45.1764986276113
producer-20,1230.0,-990.0,0.25783439533797,7.36867520860871,44.7453674060672
producer-21,270.0,-1230.0,0.299742281782409,11.8318737160646,42.6258708954198
producer-22,510.0,-1230.0,0.274994596688558,8.94547851435542,38.6324278228792
producer-23,750.0,-1230.0,0.27513798921179,8.9599849403335,40.9242025916404
producer-24,990.0,-1230.0,0.280856841203623,9.55812495800668,46.2775773873007
producer-25,1230.0,-1230.0,0.262336948281083,7.75328623414477,48.6566837317199
