timestep,injector-1-production,injector-1-pressure,injector-2-production,injector-2-pressure,injector-3-production,injector-3-pressure,injector-4-production,injector-4-pressure,injector-5-production,injector-5-pressure,injector-6-production,injector-6-pressure,injector-7-production,injector-7-pressure,injector-8-production,injector-8-pressure,injector-9-production,injector-9-pressure,injector-10-production,injector-10-pressure,injector-11-production,injector-11-pressure,injector-12-production,injector-12-pressure,injector-13-production,injector-13-pressure,injector-14-production,injector-14-pressure,injector-15-production,injector-15-pressure,injector-16-production,injector-16-pressure,injector-17-production,injector-17-pressure,injector-18-production,injector-18-pressure,injector-19-production,injector-19-pressure,injector-20-production,injector-20-pressure,injector-21-production,injector-21-pressure,injector-22-production,injector-22-pressure,injector-23-production,injector-23-pressure,injector-24-production,injector-24-pressure,injector-25-production,injector-25-pressure,injector-26-production,injector-26-pressure,injector-27-production,injector-27-pressure,injector-28-production,injector-28-pressure,injector-29-production,injector-29-pressure,injector-30-production,injector-30-pressure,injector-31-production,injector-31-pressure,injector-32-production,injector-32-pressure,injector-33-production,injector-33-pressure,injector-34-production,injector-34-pressure,injector-35-production,injector-35-pressure,injector-36-production,injector-36-pressure,producer-1-production,producer-1-pressure,producer-2-production,producer-2-pressure,producer-3-production,producer-3-pressure,producer-4-production,producer-4-pressure,producer-5-production,producer-5-pressure,producer-6-production,producer-6-pressure,producer-7-production,producer-7-pressure,producer-8-production,producer-8-pressure,producer-9-production,producer-9-pressure,producer-10-production,producer-10-pressure,producer-11-production,producer-11-pressure,producer-12-production,producer-12-pressure,producer-13-production,producer-13-pressure,producer-14-production,producer-14-pressure,producer-15-production,producer-15-pressure,producer-16-production,producer-16-pressure,producer-17-production,producer-17-pressure,producer-18-production,producer-18-pressure,producer-19-pressure,producer-20-pressure,producer-21-production,producer-21-pressure,producer-22-production,producer-22-pressure,producer-23-production,producer-23-pressure,producer-24-pressure,producer-25-pressure
0,1030.3598974525075,41287.42214985484,1063.8989720496977,40614.31931285762,1129.6177171834745,38586.48671330509,1123.650433859427,43158.95752189634,1071.663283892021,45429.46434774149,1033.829717619636,43057.60435115591,1014.1147683877967,42797.42287490102,1023.1639139670282,40178.40014285948,1101.511804950566,39683.60624388264,1119.1063742272504,42649.82432672611,1081.5966605088024,43530.54089058483,1017.1086058806712,42697.151838876605,1047.8837437452687,41605.10004796244,1107.390000171387,40364.47237524525,1133.7048896741917,39796.65935996283,1060.760654460259,41638.36241527583,1155.4062448838906,43666.26849589688,1068.7671359790709,40759.3520365204,977.9819771902646,43775.32807627164,979.7468731722984,45006.92816944046,1073.7165443932531,43984.606212286126,1007.6444221690826,40807.23323770914,1034.3982355795963,41360.32582221278,1062.9442353279346,40700.671299321664,1130.7214391539535,50841.40520954235,1081.019090234026,50912.99750461166,1021.1678006391832,45167.33672494546,1083.6096563492845,41591.34782439842,1035.7476528021095,41302.187483157766,1091.0011922020526,37853.29761032712,1058.853290266501,43902.70252156931,1006.6903309456626,44154.602120705495,1045.779313287593,45101.00991300173,995.632187377755,41721.85953647842,1029.636726564435,40358.8178724695,1005.0051866308526,38562.58397922912,6481.761977908458,5055.583923656061,7659.412075019725,4949.891366687057,6105.287645440008,5020.90160935407,3899.7099148255056,5079.987136519147,3601.571042971974,5033.669321820419,5358.916153015817,4970.057080519134,6396.619993305603,4997.1339326142825,6044.250833439853,4953.2743123958735,4659.474770358477,4931.976952497645,4497.329872063986,5068.695461793991,5565.708007510281,4950.618815615989,5348.0998989135815,4996.8630162330455,5808.81168118798,5091.679393656461,6624.333979761575,4906.491278961132,3947.606837923192,4985.607027816981,3857.7436360793945,4997.905769179865,3365.67355373472,5044.941666249825,5005.428290781568,4962.762862021648,4966.871428491355,4980.150533691145,3075.7983008672177,4944.887053869787,2475.8299759612555,5029.162129595164,3380.0806753991947,4919.962755827645,4992.696531283996,4895.8601447506735
1,1077.8597753598551,44141.52168825707,1039.324070492121,44062.9532152156,1224.3656043197664,41044.37473446352,994.6232244844116,46448.01009422345,1102.8478282762148,49146.20950388553,1104.48515294553,45831.51937502602,1053.4701452036634,45582.49094331635,1043.6725783641252,42683.78893223136,917.5974977354776,42490.460912023584,1107.1685348867643,45224.84033673187,1054.4170210318557,45651.18036243595,1017.0715245976932,45955.54478581849,1016.183947155479,45295.58298288446,1037.1117349325064,43157.76330332976,1110.3017780221755,42744.66923622032,1051.0650667450095,45643.53137655085,1108.683902942303,46647.53190531006,1077.182668137001,45907.08747902988,1104.165238392214,45732.24523188737,1058.731380183601,47551.95600786458,1063.3657720963038,47277.62687103589,1153.5917035672571,44279.61791447562,1110.7608909491437,45553.04935891066,1188.57727770134,45647.14066405837,1062.4536777480096,53715.80279976256,1060.2520420868173,54461.04208887707,1084.2301886416528,49547.95906826607,1093.4875661522765,45447.15392497409,1102.181922050475,43891.05081306323,1091.6914084346604,41902.04796430336,1074.897842864696,46479.53493465776,944.231654357829,48881.35890830512,1145.114780209982,49103.4380899182,1115.1956410109235,46030.13813478942,1093.688310263971,44402.244498205786,1056.7110729399435,42211.27433032572,4087.578597799121,5152.536814065879,4290.4022657147125,4985.999287651579,4189.707073215604,5067.127938461939,2981.8252591221512,4957.726753479448,2568.807833356548,5000.5266505269565,3723.9848449824494,5014.101954487897,3950.7743398391017,4964.355509672807,3414.358266780079,4992.456965297214,3020.765479020637,4978.186677384169,2798.705385131851,5022.834962607656,3999.1824109853874,5081.776107648792,3428.627801942397,4960.446602388424,3379.341915861785,4938.853402479541,3287.118428606029,5037.019087716571,2200.633196074958,5041.338190236028,2611.8262844162778,4997.778271012799,2365.818696549009,4880.500935378963,2835.840964339802,4967.170325931185,4998.2955271475175,4982.707646976706,2171.624204263112,4977.039619816079,1677.6561455680596,4961.875590895684,2395.401297585437,4937.131022349833,5009.87660515319,4924.072643996562
2,1075.8078317865045,44260.39062372415,1115.5760565019514,43360.63335109195,982.4803275126726,40375.21588120071,1048.573105212188,46289.052202982224,1120.2006181591937,50017.41592363712,1100.0807743326573,46198.26455596651,1067.251919027535,44600.36846145423,1107.4729030979024,42914.72995892924,1096.3265560155494,42495.10509650888,1108.0507904638662,46395.31743846718,963.3115697164968,44988.54135786248,1071.2607525055146,46617.11450084197,1037.6294558062598,44681.84848381687,985.4189336029008,42727.20282723796,1095.5045965830366,43226.89466377564,1037.4117134857672,45714.76740030684,1049.6789375021317,47011.6608026952,1041.7039780173286,46718.097018984,1044.7699348006993,46690.9168729936,1085.8235321850536,47932.78460052842,1127.6517047011553,46737.53640184639,1061.98940012728,43822.953954943856,1044.3400831336248,46030.3827133916,1054.9973925862976,46281.72457327192,1062.471001506938,54704.86478602039,1067.7150680844052,54387.82919868164,977.4112350812402,49661.47334610784,1072.346580677165,45167.19358329886,1125.3806389186914,44793.427889440274,1034.1204729558972,42400.92553568095,1067.8027842888366,46948.7264537974,1078.982230860773,48170.45331831689,1041.418128547618,49971.89226191282,1025.7502920351326,45949.275067278126,1111.423547503951,44611.0942823196,1115.5077621301289,42870.48524632272,3479.183357116722,4986.469834519276,3956.1841516518207,5018.166603637628,3914.645470172065,5038.331311565398,2591.322662855464,5033.819972901736,2661.304703635712,5055.157814955524,3513.533062361567,4923.349618706105,3650.726295894848,4987.013247275633,3245.8627193390776,5004.978269075388,2878.55254733977,4942.902603005168,2788.47704560544,5025.352012083009,3864.474257187837,5054.914252410989,3092.140023976104,5028.600500939934,3291.7460325937773,4990.638478407496,3132.2148919407023,5081.285603235718,2168.657378514012,4999.910214877827,2659.6727898977174,5008.8636894621695,2534.878529394593,5036.810058208447,2743.9164368761226,5045.122453329277,4974.677377839033,4940.231242998871,2362.1756451177416,5013.331449009066,1874.1738640185847,5119.854694618232,2388.131434084268,5037.342915665999,4992.363022330919,5000.090515635047
3,1055.0153324817022,46066.881908758194,1124.8242756364934,43734.62965770087,1037.8846598442717,40337.92056759633,1147.366542312653,46396.0644064723,1008.0873559151798,49213.243737883706,1127.389075342756,46047.555292816265,1128.5303039028315,45702.81459352316,986.3280520970457,42576.42388369476,1120.5238762713575,42359.81218987481,957.9125169742762,45806.52087203423,976.7687667072692,45886.71307185543,1108.400610687919,45804.82027159353,937.7182160170576,45752.30720176967,1102.9049986578373,42965.648667738285,1007.232913173171,42800.61934369908,1075.939479478612,45660.744235383856,1059.8600291612013,47738.59228282624,1087.90720403895,45957.77382469324,1042.5115951662292,46546.62717227574,1102.455960912963,47387.69371920427,1255.5937236161556,46436.50432805772,1022.862235152994,44086.58973096716,1090.2563384248504,46626.31127861403,1131.4207742677922,47018.99065106913,1068.2702699094743,52961.3636249193,1037.174814689418,55052.4853564858,1031.622295712917,49345.138395709735,1066.8897276147266,44394.92082841764,1127.2495343566488,44952.39557253681,1072.740010576147,41981.99780540359,1136.8059173867805,47765.60003975994,1051.566338667504,48533.61473960444,1124.9489418773226,50375.32698745413,1019.092933564068,46364.168341228375,1062.95356189729,44504.497332595805,1087.444835420377,42813.63165588937,3249.773059766935,4952.097080607702,4423.112685936313,4986.158930042338,3698.824392863313,4944.16484344783,2737.7853202932592,4993.8445194220185,2560.898930419308,5038.465734059409,3196.273409472826,5058.665062590886,3720.4641260065378,5006.009359080565,3163.669874552912,4969.974883226128,2737.186247183196,5071.327273023791,2873.6820911302657,4961.501920337611,3428.575999298504,4957.350240944084,3269.699264323752,4892.045813179947,3214.8334518477727,4963.447031802968,3034.7052290985607,4982.01715721744,2067.650149146392,5061.917741728993,2343.0260382765305,4976.082902171599,2116.582412946404,5032.580513828659,2697.541362778329,4985.240982807167,4984.274519988459,4951.145654889224,2405.4303643509493,5036.210670827568,1649.2404894530114,4981.849189672192,2363.5058281447746,5035.018432698583,5006.249671327378,4989.649642597431
4,1124.6511799399382,44417.6514226251,1173.1500342579034,43862.08834414432,981.7781761469072,40753.60820816242,1101.1922379645275,46818.33755485534,1025.254805672927,48915.12970305848,1020.384401123148,46424.86398970588,1091.4621516496377,45377.416666800425,1073.6076756028583,43102.74337359319,974.1271563616986,42042.85512088305,1138.317111027498,45876.511228667,1083.1234793030446,45757.69538533044,1069.1643328266896,45814.44922380503,1012.2596465121102,44437.03942398132,1054.7987555439695,41805.14023767114,983.3246611132116,42408.06594108138,1117.6888728094264,44742.55696220686,1090.82517599264,46918.44940132884,971.4879572731307,46036.65052755688,1070.7216674330368,46087.36282918902,934.022313031126,47398.39840856387,1063.690309778967,47680.23414465401,956.435432064566,43589.78456088702,1077.7545586019137,45702.6446752009,1155.9538816779698,46173.216957681965,1119.615044332326,54099.06597590144,1121.7359288020057,54080.92834794729,1067.046113151428,49685.60097953622,1115.3743530596971,44004.025841069335,1076.577925485073,43737.31968889826,1061.5062191903912,42261.04786028461,1108.200477501967,48154.95774716274,1089.4526723399822,48480.15435930109,1029.2284371608891,51119.81195663796,1123.0719060068143,47322.08784450458,1051.629765801647,44869.65642209313,1096.6503028614636,43393.04986263624,3321.128189555776,5007.54821604613,3674.8607625967234,4963.567180441591,3342.954005171788,4979.990758934041,2612.153413126755,4968.536748927281,2476.4045427414826,4960.8386359533215,3122.033428219208,4997.64189584502,3717.155046961509,5092.073408389823,3091.5208384062985,5074.470721456333,2723.565973640509,5004.736332535562,2445.215784770536,4975.369117389084,4025.744115367316,5000.77967875522,3296.103798539457,4979.783940043478,3183.647436972786,5044.589597786708,2997.839047619582,5026.091287229872,2074.0330153193377,5065.14367849728,2285.5374294469434,5030.971843715917,2043.7631806951167,5019.385302630307,2941.008181811588,5038.785828597209,5084.618414494637,4946.104741851922,2255.608137342535,5010.37119287403,1695.2151501739895,4942.334293444935,2143.97925348149,5024.291847432158,5036.064729621266,5044.6738294820425
5,1036.4757339613127,44873.179937565736,1074.1350867363049,43174.81846981853,1159.4246236486017,40725.92587590792,1216.5381374713063,46373.11326555365,1024.8182234427582,48851.17959548815,1090.3525634367168,46268.6984803685,1017.9062974611944,45403.3558979606,1036.539465005278,41827.74012142647,1092.3663895926688,42111.540551817285,1027.1752260604917,45542.46586782143,1149.542030311006,44789.80358926314,1051.8544341523102,45852.82307705492,1066.325735465021,44450.22308209814,1051.335182836823,42570.344511493146,1054.7954009823775,41529.56745308599,1018.1512588965396,45495.20234685457,1104.657889563498,46636.74224554328,1165.9753372364494,46979.20137907378,1030.0827627108958,46878.527952626944,1125.8216378343272,47207.17349586896,1065.615792831978,46142.91326349196,1028.872517640126,43293.38026988148,1126.4567637359917,45384.080644027126,1093.0558511520617,46628.9356279877,1048.167163616681,53486.87893447364,1088.9300454017637,54032.25398360836,1083.2281815593174,49022.7182305988,1180.49942575491,44857.45400843643,1005.910622514423,43678.70515246575,1061.0638668979109,42327.34349511675,1046.2400041657854,48381.913624822606,1081.303458484797,49152.0068813163,1169.4185011962209,51547.15423381046,1123.9452710826693,46516.611596615,1121.0927076764217,44197.74497764852,1077.8196448772587,42628.98174239062,3518.6418403631374,5157.894757705287,4194.814368816146,4925.450930121968,3712.3807233332254,5057.734454670589,2739.8300092979293,5065.043229420973,2462.2635240444097,5062.254367562123,3139.809875934549,4971.879323626342,3580.4195354124863,5012.535698829173,2588.768051739522,5044.778957232335,2578.695425681384,5043.907003213065,2589.6947998790133,4897.433123344818,3233.312599797297,4975.982267085592,2838.839354507857,4991.328709988086,3001.658704324896,5050.047199456262,2981.144183473692,4940.477446277715,1780.6283628159772,5031.88901259259,2502.773973668149,5100.522107182064,1989.8881974742,5039.06758583919,2451.0540243170103,5011.810870457024,4915.136662438456,5053.225141324128,2228.039741839053,4957.422047697977,1634.2932604645157,5092.249451568989,2185.731820872026,5013.487403087761,5129.361419732401,5052.427083945356
6,1020.20727779578,43605.02124058447,1054.0425265124277,44269.79196770167,1150.1813013371464,40381.19914066072,1069.08863256159,46521.1636647467,1207.0707637036498,48603.60774114552,1077.442218908859,46293.9821962884,1082.4955218657017,45148.72984537489,1138.1625076805635,41721.07459651552,1011.9066735071332,40711.986251744114,985.9022813535306,44901.813781239776,1004.5899461290516,44875.52833070029,1127.626236673301,46350.2076855564,1121.5701836127782,44531.71592333336,1005.4734495654242,41882.41465613973,1047.9744094881512,41708.33364849829,1166.6368350611667,45479.46372817884,1092.055965610935,46179.73697954835,1059.9646522582589,47357.08228542766,1000.9715611380644,45636.84938081325,1071.7826799279555,46737.77844920468,1128.5144727508032,46346.216710045,1074.0446443476462,43147.38870078539,930.9421630654376,45022.871477434106,1043.6384538004645,47060.36775049813,1090.7798858023295,53494.30320619226,998.6213006473448,54496.233064242704,1054.5260215654375,49122.08071018124,997.9343891317004,43561.81763368344,1110.74630979469,44326.45163987709,1042.8972158559266,41619.47939994175,1090.905695905524,47707.20071742484,995.445466080976,48138.016181971965,1190.142900812058,50062.79089561059,983.1152136162236,46070.98857961277,1118.4338416664607,44577.70185712723,1103.809823462737,43288.044047914846,3422.5770334076547,5054.636661105519,3852.794492849387,5040.112294138381,3769.188889954769,5035.0973866092045,2441.246058841577,4952.635622220179,2502.093574717211,5029.697753614994,3033.127724633386,5065.749579924414,3499.691761492667,4986.567551934861,3083.234497904597,5068.162666783454,2500.158897988679,4901.983815742515,2494.0569322266406,4974.424810557656,3533.0835490300983,4923.082385758681,2992.236599117019,5085.238853158286,2943.7137654177795,4938.16611522393,2747.277621277655,4993.835619347856,2025.9232926648344,4943.014378935342,2550.288615553128,5059.620195400778,1868.5802891718915,4966.260307500636,2743.045352110452,4983.437086511455,5028.794558148781,4961.782439369382,2049.218540376135,4964.803609780129,1480.2986697249908,5024.8210897131885,2186.334644660474,4988.394325574844,5008.252274266823,4921.539750642494
7,1176.0626800743053,44576.17991110933,1068.0832217218826,43430.44074335067,1028.2461932735405,40612.88259857195,1123.9457946321102,46360.33358798056,1066.849532213629,49655.94103134214,996.6964843692148,46987.30718370395,1089.1181865303165,45563.815797626405,1065.896709165808,40720.637344193536,1110.0546880613329,40761.092552047776,1040.3735896940636,45085.725967636994,1120.8386757096412,45340.59155309986,1133.8627825784836,45686.543937954,1115.123155529792,44401.33216333209,1065.953167111507,42096.349976435136,1119.5673196946907,41327.85866890203,1128.8495452125912,45123.55822286436,957.9132306024396,45797.394235462336,978.8402834525616,47411.274666558274,981.8333693762586,45855.94559643238,1034.743643636746,47432.698313913424,1129.113220120234,46329.964161355005,985.552733232174,43018.646925017216,1085.817549183546,44368.26310776026,976.8117155216712,47000.61723332586,1108.4238866788276,53664.7473310405,1049.8065115069137,53661.832707036745,1067.4504400348549,49176.08144072595,1061.656157407246,43050.20528963074,1012.283823438588,42918.26600514692,1125.1373451400802,41760.060210584976,1073.3503017949483,47607.00913918867,1076.0579611088583,48612.59519170428,1016.273675496635,50151.201176758674,1050.4307777614667,45591.68117449555,1069.2885735426216,44195.5147774363,1131.406010530926,43243.91341528349,3101.204490145407,4975.351736052075,4122.089511781772,5008.839045210464,3350.035547583501,5028.752677769964,2582.804449967499,5072.453309812531,2309.4409296367016,5141.257511254562,3291.07712112074,4964.386011959413,3676.8214148713887,5025.140778742561,2810.1599022181485,5035.620704627522,2435.3541948140232,4927.987008447674,2317.268707329364,5008.228629233728,3587.2443740958656,4971.713224743648,3239.541104643111,5008.431409253438,3019.1905155107693,4895.98309774511,2898.9914772347643,5002.030884546022,2133.54703454262,4923.574551940867,2229.194918338048,5008.9468966221575,2136.558218246284,4933.240241675625,2640.648407559857,4965.317808911767,4960.347601528138,5064.627648894108,2181.099059901133,4986.648556851968,1540.0579817106354,5007.203106309204,2101.269099973373,4945.292038702814,4948.096474266352,5011.786970019305
8,998.652164259358,44290.08749976752,1122.5374724278456,43306.73767735726,977.853325224734,39219.61180060148,1120.798512095461,46587.50442259626,1119.9609573009266,48315.29064685346,1034.5810812587915,46639.77252404929,1045.2773285625744,45432.15666388485,1044.9292193417111,41368.96629219401,1083.479806752552,39979.34334748653,1074.0381932693797,44420.759634687965,1065.5087464762494,44137.0906843132,1023.3136089353252,46682.78140967095,1100.0908153882745,44237.17478591602,1082.7262925821926,41296.87614463304,1033.0189051165114,40871.20234901404,1019.8232630351106,45017.05425628858,1105.160937109687,46276.10846278452,1106.1633877401584,46865.35525896662,1106.5130794152535,46312.487115349584,1015.4766675329172,47111.51029908119,1015.2459355749407,45754.9463740815,992.7697921480518,41953.77583106214,1130.306743261261,44817.37589886338,1077.2765932986674,45882.597439522106,1149.5761778195836,53032.07684167056,1074.2784098800826,54366.14362983886,1054.9430243131078,48195.699229427286,1160.487481254146,43696.2701408767,1192.1183979854409,42736.754788505306,1146.9056266344885,42154.18604722828,1034.130518137053,48562.52354737362,1111.033040931618,48398.20634448116,1114.976880540786,51476.1305034217,1143.791127417211,46136.96392326376,962.8362429394311,44446.99747197711,1087.8575202035624,42840.48671535352,3184.0808474388928,4949.65082429603,3786.9940864921273,5033.431126622563,3715.5104729820255,4925.879698261493,2572.572251507609,5011.699833055315,2315.551066807451,5022.167449975761,3354.532722345148,5035.102190673177,3362.1072428317684,5038.205498629802,2921.5539183392784,4858.798342197936,2411.9953764190177,4992.856673331631,2477.3883510438804,4980.429800066165,3250.3882358634555,5072.680791888873,3018.6947269402885,5085.617624538111,3041.4753733111343,4985.856201377861,2912.5983953345744,4972.531550996794,1865.7225689081736,5017.139172094148,2214.2678419878685,4955.305873513015,1958.83228008824,5023.359887286271,2533.492116263595,5033.916821105537,4953.078968772534,5014.406440578242,2136.7639336390785,5002.645495858345,1649.683621027585,4929.063865732383,2066.705785923444,5021.646571316184,4960.269890619886,4969.982015857962
9,984.9465889173816,45381.10847653594,1065.8999567391795,43441.346702230585,1109.742811889496,39279.522998227134,1212.0140949900338,45984.16542962328,1107.9593010407143,48542.65607315637,1056.4790160933069,45748.96607414242,1192.5535860376128,44773.73392126172,1014.3189941592592,40640.31751752474,1072.9942122935092,40337.56997610054,1135.937648192472,44961.73338318281,1078.5920337913117,44401.89697297444,1048.0320493933175,45991.7320887782,1054.6713390301138,44166.72201353374,1071.485015355641,41171.77373785203,1092.7220945019403,40637.71534354947,976.2283112486474,44430.775000753405,1072.845114424218,44680.32781659649,994.4515417318688,46976.28981241784,1098.0165392400827,46120.92430165884,1077.0808951868698,46073.241403718086,1030.622759788025,45660.894965391606,1122.0802245574046,41847.583866607776,1028.9614817395543,43983.00120451429,1111.9639192766244,46117.82432740369,1050.8962540094676,53761.53654077625,1009.2419133826412,54277.78675553831,1022.8225919069074,48346.98154111051,1019.7914407572248,42879.213887359074,1000.2978607996644,43351.70210069229,1005.912297645776,42126.98921903869,1028.8958470053465,47775.75828374262,1042.98129031259,49210.64653021725,994.326154216296,49903.12643010793,1146.2853879959923,46360.64537121502,1065.281443556998,45138.07581482691,1166.5808453336724,43482.36258875075,3160.928214170875,4994.10058200303,3675.487485296752,5046.703754408245,3352.451219512917,5074.085381270695,2290.343803241108,4950.922993727482,2470.1650818725634,5023.218415041054,3143.4761888984035,4985.62340709933,3528.616202569955,4999.118863422007,2792.9457426335766,5133.506230866467,2522.5605523302606,4965.210892635834,2320.7122779958327,4970.163336282968,3323.466822497881,4946.43677959439,3095.5111530733066,5045.834665853665,2950.950923673213,5044.913524051338,2497.6231149024065,5010.739388054335,1877.067703591436,5096.211559246577,2460.2031311692103,4994.303830629761,1932.321558597388,5033.860578793237,2632.937569491541,5101.617359081728,5046.303627104149,5012.2597057877365,2146.267893068268,5055.187279358464,1472.542385750426,4981.440289893812,2051.419698733896,5032.267385929742,4945.106916824868,4992.009439429712
