timestep,producer-19-production,producer-20-production,producer-24-production,producer-25-production
0,6460.028488060038,4580.083427736613,4990.159031189317,4932.667691869771
1,3358.451436238035,2664.4561640474813,3287.9249963075004,3053.4595278612333
2,3504.022230597077,2538.7635823076675,2836.221731850108,2604.719759306886
3,3169.41424923503,2525.7661231789107,2848.865116821283,2773.113460361684
4,3085.730728588937,2320.6392317913965,3038.933076753569,2525.4751010993814
5,2979.6578106553866,2213.593767239732,2818.8889909021414,2361.778594877773
6,2986.1203336847825,2337.211017611995,2926.186467893916,2769.267001960457
7,2994.9137166831847,2368.4677018854777,2833.683410479698,2643.22563951948
8,2970.1877272559286,2244.342503727428,2838.6765360976224,2624.26068774866
9,2708.7427365076232,2234.7063814173257,2781.806826119864,2703.449863892803
10,2921.062163141365,2157.2337784938222,2612.295325831049,2627.5975875427507
11,2712.491597426143,2041.5270555638483,2834.0635864263854,2494.667956882357
12,2807.751251522372,2061.143566346448,2791.8923052338687,2522.0625556039795
13,2640.95880696054,2273.63820875765,2593.428385014902,2436.1026796724336
14,2422.943640488303,1987.3905748441744,2684.360835707262,2535.7927790739886
15,2731.830971167937,2227.261542006425,2522.733678888097,2507.7781373202183
16,2646.5119716340027,2131.4459388088267,2448.4050200441466,2438.626198013504
17,2423.997213037668,2219.219333939704,2514.9286453064724,2400.315685261735
18,2544.36189986236,2188.934744842222,2529.958063044998,2338.472164408097
19,2705.728745942773,1934.1570095583515,2402.175015301384,2465.6113312428583
20,2287.8366371681773,1869.328616460112,2401.1585326422705,2407.509103170429
21,2491.8574877130577,2150.5796093809727,2628.408376121717,2426.3273304825366
22,2387.5828265055084,2073.8069797010403,2570.3842852359585,2374.5426380229724
23,2382.734724555944,2021.854985346988,2464.5265011029924,2554.7775956575256
24,2585.434573407856,2152.698250324069,2429.8436056295345,2660.843853192527
25,2663.433074232428,2179.3382799866004,2363.756721155713,2421.421784917345
26,2349.8759393931805,1999.205779064172,2454.7314105958176,2318.820408042889
27,2341.028441307434,1850.263742043261,2484.982550926293,2665.478866427063
28,2486.848525351529,2055.004220495201,2325.800184477607,2646.88338907913
29,2480.64877421726,1904.2855332301103,2177.4604228124267,2457.843125989541
30,2209.7242323170844,2092.646624316281,2384.2251738747304,2208.3038783888987
31,2236.3005216959605,2032.8223451863128,2499.747583212248,2235.9530146923503
32,2228.5618780327613,1893.4460459535908,2463.812671310256,2230.590698363566
33,2422.493095242448,2087.249723557569,2423.7827452554147,2324.81421820686
34,2327.5083478724487,1970.3203471917727,2418.8411712201664,2330.0417066304035
35,2077.666587929091,1961.2796672172087,2439.9966074939243,2356.2696522815336
36,2097.269666236328,1884.3178076727493,2452.1690014387536,2382.341630642836
37,2165.050548772908,1967.882418608919,2317.0284702540466,2242.021947413729
38,2195.538064417733,1848.7914517331271,2315.0408917552613,2263.3267329326286
39,2036.7562856705647,1862.8793703917283,2377.822637055917,2457.85735322806
40,2018.4264187053648,1903.3223385400963,2381.5682959542683,2397.416699925725
41,2072.6311305637964,1958.1531054206728,2206.3823092192065,2282.781290718692
42,2161.296160168361,1966.368890073432,2460.8217585702487,2240.7774323264453
43,2087.931515203365,1820.5558816539208,2210.60595579123,2347.5776995769115
44,2134.4866992443817,1866.222063733381,2343.760847678754,2169.921966963627
45,2088.8071955503087,2027.658578322638,2241.317641405864,2484.2478694201936
46,1918.8796782224072,1937.918830423452,2303.604900936149,2304.2391153343565
47,1898.749263298284,1905.0541064664333,2305.949504343944,2369.92372934588
48,2147.6749371586807,1850.70086390946,2182.8974156317813,2138.5480936092404
49,2100.7526041362657,1946.6032058033616,2384.9346327090507,2300.888878897372
50,1985.18493706572,2014.3951256903565,2001.147314338052,2522.86431425569
51,2004.2872679212924,1864.071210139441,2259.7996358292376,2416.9324935974496
52,1996.2549710303183,1931.8655871935573,2302.241527133968,2301.784161231073
53,2094.51900511606,1898.2896314217105,2319.8947273456847,2485.2897242298814
54,2057.614286467966,1761.5668393642668,2163.3075333114007,2352.6443688170903
55,1976.9649173031348,1909.1524681293347,2050.465395771128,2066.3883621914456
56,1974.217207539036,1870.0545900373493,2350.5486848895284,2393.818977676789
57,1984.9638111298173,2034.187124487152,2101.5437662180875,2435.2586982428084
58,2096.2559804938373,1723.9355056481495,2240.72721113895,1914.269799088515
59,2007.595464344589,1800.8730794233863,2143.6059464663235,2261.4388644692062
60,2085.975625057245,1991.3918595129453,2205.63608146611,2429.2893245924124
61,1930.8650764420868,1886.9792008045988,2155.631101532224,2107.3870761828075
62,1968.086799889337,1857.9672343086047,2219.222629193689,2190.3018333196987
63,1731.3196925945745,1892.0856501611063,2248.9010299794404,2166.349014251162
64,1877.986230536892,1742.858456289904,2146.713762554148,2294.544854615187
65,1982.4375617621204,1661.938340750297,2241.333157008692,2261.492677820941
66,1863.2944660084208,1810.1180039429591,2280.2104055033183,2362.421774178843
67,1946.2536848365687,1956.794376942903,2079.270563073321,2254.397095375378
68,2023.7001688278465,1811.0115573758264,2144.178227959249,2206.472378504811
69,1860.4390214418995,1881.167240285724,2095.404485105115,2404.4370875702825
70,1997.3800925361568,1903.6505337625235,2062.7062128817843,2317.0620461721423
71,2038.825543794975,1715.4660683312934,2137.4485186684283,2259.274902521563
72,1891.70398090342,1850.1996189476536,2123.0242937311627,2285.69592621727
73,1943.075259563169,1678.6540240131592,1986.7200949908704,2331.369673889062
74,1950.0857121128388,1783.165990716633,1924.3686640495685,2277.123384693426
75,1757.0868013646325,1711.5918740307416,2011.5387746651684,2417.483341556703
76,1757.0913800600922,1824.6802183858183,2204.8544748097625,2116.226441721882
77,1972.8928721081213,1761.5440700080742,2151.518933561383,2138.234536974197
78,1889.0552181295827,1694.0208304597395,2168.929945133464,2249.9729091055683
79,1917.44562710067,1844.3725700187383,2178.597082222076,2112.3599089579648
80,1968.8010627473816,1775.857096408891,2181.1787588743914,2065.052197141019
81,1868.205229520044,1970.091101261122,2062.948122711856,2362.5460316851686
82,2026.4617223816729,1786.2387010835175,2058.0752272879763,2237.6373785666965
83,1742.923098082848,1808.5958289906105,2354.1867539696027,1990.3065485910363
84,1983.1627451088284,1787.5408059484644,2016.5933092110256,2164.112187202425
85,2012.05945128984,1860.2201043941225,2042.596165988488,2187.9957634724587
86,1850.511967434281,1751.0678981243084,2166.813966984085,2184.7780366721554
87,1616.6407777956622,1799.911548168049,1948.5395888038213,2433.516195141352
88,1868.8924564023807,1774.7255718087508,1915.19448171769,2260.218811788089
89,1906.673314972973,1636.7215754414435,1995.14490784038,2200.0678016851616
90,1659.9137572221046,1740.7182226743691,1945.85908535498,2011.6366101863364
91,1693.7304457290536,1694.9442709055609,2049.3094751749763,2367.512876640965
92,1913.302053748494,1827.962284178464,2071.5508366707927,2174.7832231759185
93,1795.304682474237,1757.6453016080493,1891.93038882345,2177.925586843149
94,1808.250998379436,1826.1069604296868,1984.7057707205809,2091.3788585301304
95,1852.911825825029,1676.8522630844502,2056.195783846305,2065.8414160598
96,1754.9317445935767,1614.006378488896,1995.929916883685,2022.5448120384008
97,1818.2238494843327,1711.985192341334,2053.2435590046903,2084.4305829820687
98,1868.886416271027,1663.633835558954,2014.0897085233232,2108.8451729978547
99,1826.9020411345653,1592.8202067507004,1941.5784565084537,2094.022077760159
100,1797.003999732198,1883.3675843579813,1880.1648953492013,2340.747450964552
101,1759.80845537963,1842.3914210100093,1962.1974311872864,1996.108054301379
102,1768.6695890341275,1765.0419590196304,1934.612116229524,2309.114497521861
103,1698.4536689586162,1538.4123745353338,1962.3086454182392,2261.102924706982
104,1636.0654251349995,1640.347943925946,2027.223966109268,2094.535194804936
105,1855.6252581671245,1680.9000965262303,1968.1439779780453,2294.071491555678
106,1910.5082998019584,1626.762306860913,1934.626221391714,2085.6826326109176
107,1892.1933747767769,1792.4239681577449,2101.29220091353,2002.864120129004
108,1802.266758853932,1856.7855311746,1861.7495243034173,2183.381477196592
109,1699.430263214828,1836.906421148717,2123.5333727914963,2148.894715141544
110,1746.4400323820346,1558.6752229373817,1787.8142383430766,2162.488232519888
111,1791.68525046617,1650.6206808849947,1899.9470443509529,2192.7602448154494
112,1755.7400609406911,1877.8111015937304,1952.7808790019085,2152.614697136204
113,1781.3089957983846,1673.3428915659697,1890.0836930289745,2180.664916113595
114,1704.9002973644756,1744.828103787032,2029.765448397479,2212.2519695851806
115,1777.6673094723071,1615.4913678142427,2033.097457840165,2260.074708804462
116,1808.320305859433,1888.8882410580663,1944.748306218438,2082.6314392684417
117,1786.1832353294803,1763.7312835435534,2025.865768894434,2136.5063598583647
118,1761.9561531023426,1726.642234959198,2133.4447494875867,2170.0519567412325
119,1715.018244922229,1755.1098314432516,2130.8569752356816,1944.563684004333
120,1819.714204156894,1724.6225957783065,1932.585432038186,2020.4305222740893
121,1796.454936862262,1758.116180202312,1950.027709393584,2153.7585832507248
122,1807.645908921856,1630.3657881388203,1900.866046508993,1972.616100254822
123,1626.731530817749,1752.1073205019686,1826.664444047856,2013.542849762027
124,1748.162490513878,1540.1835212330714,1930.2436203374884,2040.4170254272144
125,1821.920990413404,1531.2153664965651,1968.61990571706,2001.7330828406352
126,1900.8593537793563,1725.7568370148742,1924.66205950562,2018.2507150206309
127,1892.9326435005764,1695.3784290096078,2012.6923116842115,2170.1773852004044
128,1737.2633197869525,1725.107306854299,1858.9973060568248,1891.717412636622
129,1827.0722071900968,1680.3661997902814,1858.0595302495808,2191.056759852282
130,1795.8053564291963,1832.772294768267,1912.8950620453693,2114.492376049833
131,1803.0237381538248,1548.6081986324027,1893.2752297479417,2015.102697524824
132,1730.8575382657734,1619.1277375931718,1884.957922577209,2146.8015804162123
133,1816.0660415549576,1597.481525630846,1976.08260206816,1999.632841460521
134,1745.1469999653475,1566.5036756831262,1901.7576528275024,1898.679512140122
135,1766.1319347687584,1572.5715241232972,2004.6224178598804,1997.8908221566408
136,1584.4145054465755,1724.2222848233014,1975.1822553715144,2073.972638527942
137,1658.1407450021418,1640.6495091917668,1943.189636246909,1919.6941234628955
138,1834.6393298439348,1667.3033354136269,1711.881229688776,2099.2503198755294
139,1804.4019619421947,1671.653680266364,1962.9090705131644,2021.283598196289
140,1509.7106006881436,1768.0575259510877,1817.278752626046,1876.2111132796645
141,1812.301939502648,1688.805562852551,1880.953107094839,2135.3863755415705
142,1694.3301475139774,1617.300839699689,1987.656742828123,1790.3280328641515
143,1705.380550314526,1701.79957975692,1972.2246500346723,1953.11876042662
144,1633.4811787834765,1671.6292396551785,1921.5725145016377,2050.609492575891
145,1481.188235985497,1648.6436545644794,1945.024066399941,1979.1019984391016
146,1633.2713471250606,1587.4286701966305,1939.8128723051248,1881.1114286668487
147,1732.698135019678,1612.9340004731014,1850.1590115839813,2262.561395619729
148,1707.8598039106323,1622.8083099271075,1801.478063191096,1969.093916799501
149,1861.2738321041568,1706.3025046179398,1863.8339369142905,2055.842768771457
150,1722.847931633945,1694.5159655055154,1908.6158905958907,2017.1379928848728
151,1616.488915988798,1705.6014724140828,1932.3502268556745,2005.6389555930305
152,1622.20970092073,1614.6738322817132,1802.4408379808049,1859.888085694472
153,1636.094199886512,1546.794754218098,1928.6149385377569,2075.9112731439263
154,1736.7461419456326,1666.3344185455037,1864.034520640572,1984.11957596606
155,1779.9245596786116,1803.0558917322508,1810.333226193292,1843.8654158664992
156,1592.425177128712,1642.759951331199,1893.0259937200028,2011.6731070445444
157,1779.836422906717,1692.4560360518915,1711.274389932942,2043.8285591343088
158,1868.6667337710487,1583.7530894485055,1894.040110282564,2062.125615306899
159,1632.1002136793047,1492.3869757091006,1864.8071390166665,1969.906403420533
160,1674.301014032016,1446.892456115929,1751.821102907142,1852.3669889023936
161,1698.149651749691,1674.156039040453,2011.8496899270936,2123.2329299142475
162,1591.8387340929385,1553.981469854229,1917.972253526507,1889.0219087054345
163,1743.013946675919,1665.294085427814,1961.964044320934,1932.512136031578
164,1607.5788512377949,1528.2824318240162,1886.3125301763555,1871.2882896189403
165,1707.8176318308551,1721.2346305193075,1936.281856683201,2027.4318677740896
166,1617.4630650453023,1569.912103698948,2020.0407229175307,2128.5029355557463
167,1673.301255939427,1702.382979542682,1920.79247558542,1936.498949339552
168,1707.7269989449464,1606.2052884038967,1891.4475042180875,1860.871750087374
169,1645.9963089317976,1588.585964034132,1901.443443921788,2073.927651744085
170,1476.5918266868175,1622.5451549454826,1934.4355937283744,1928.3366604927328
171,1599.9793663597095,1645.9512870704102,1748.4782692353972,1899.1912342469848
172,1647.3801433527865,1566.582117136577,1850.308833412825,1878.431623686187
173,1715.8403377022562,1621.1697904033906,1857.718155278424,1971.208652708473
174,1667.6987670094743,1534.5213519754625,1911.8311140219164,2074.355686906896
175,1747.484986540132,1436.4417081763534,1959.6223548101827,1988.939116503891
176,1524.872258299636,1429.333279487559,1897.8944190643383,1982.4443821160105
177,1768.8431181230917,1645.9683477504732,1716.8056128953233,1867.0509957308848
178,1567.0451260507446,1649.1711477220958,1870.245643681764,1723.1005493473358
179,1597.8743692755238,1746.6395241460243,1763.3825318739805,2026.3505139516683
180,1631.6241556749208,1671.8958230044177,1804.035337269132,2082.7312717102755
181,1566.299877816429,1629.4912898514744,1744.2597748596097,1879.08314719574
182,1644.7029410434295,1551.7079140915812,2145.8803671352266,1985.2621129679208
183,1685.4282140666878,1521.2720663571454,1891.080955968032,2023.17623402766
184,1680.9905114889566,1633.3704406006425,1703.6770660272407,2037.118686954828
185,1644.3094919178966,1540.818483460581,1925.1259553531145,1818.1198796089404
186,1804.9861617245288,1515.1643045869953,1886.6991117390107,1822.6184914298408
187,1595.3227298340596,1542.411903821635,1887.9288369111107,1888.0132446239068
188,1731.9292057907664,1643.71053188857,1835.8496091946963,1929.3097826987632
189,1555.0805345253548,1468.8203155404906,1895.140870022731,1938.6885981138123
190,1735.4427200801276,1658.7000279813103,1942.0860613038608,1801.168856409175
191,1512.0654144657294,1582.9201727005998,1882.107125020123,2041.596296058796
192,1716.107986534324,1495.29188429119,1883.467055556916,2051.9408016067364
193,1620.5345828448883,1538.5956646422524,1807.6329260058649,1795.145998378074
194,1512.5844857947693,1482.015227862192,1952.2735275935047,1874.972614028892
195,1689.29954573063,1638.6181698425949,1814.129362222244,1861.905230320656
196,1614.3367481772875,1578.5723463723234,1723.541008057537,1837.983059380195
197,1767.5619323155129,1479.511785489166,1852.1607027779737,1871.6190580456464
198,1682.416948157084,1477.2890722056018,1793.260050618411,1937.384602518574
199,1915.7768346281048,1760.40144124993,2075.2859998936365,1945.1363425545485
200,1705.037401949076,1522.790518488823,1886.1259812277824,1945.249528840752
201,1482.6738002484583,1561.8123988309133,1978.379038421888,1853.4937073064928
202,1608.2005499402533,1470.993034508812,1830.599997695367,1936.1629910466595
203,1595.166994859342,1686.513436726977,1880.1639802527504,1940.7009438728803
204,1648.7248448894595,1451.9729708018413,1816.7359484261688,1869.0861386923536
205,1631.7350858912323,1518.4594234336146,2006.8897732456471,1975.69910825252
206,1719.2001186572174,1566.8067557538866,2023.421044272916,2068.0855154380424
207,1641.8154066589334,1490.1233341092377,1875.3459928794807,1834.731959782894
208,1767.5256374303228,1495.5595452933471,1749.3102576795663,1843.0710355057213
209,1672.843549482153,1561.347357269223,1692.874133471296,1917.067889546905
210,1662.9628613020525,1621.8101316378788,1945.6941117367064,1948.637243000748
211,1650.8966101703982,1469.4169850469664,1800.2909573582706,1788.058502643952
212,1772.9399825285475,1627.4689637890726,1706.7178444863118,2187.4455364768023
213,1750.478986712854,1726.2511533428112,1693.0729567134938,1800.6688729108537
214,1584.0869540778638,1483.4447084081994,1848.839886286792,1889.574934981346
