timestep,producer-19-production,producer-20-production,producer-24-production,producer-25-production
0,5418.131862538897,6248.433659207874,5364.166260651054,6409.328032738426
1,3294.076069460607,3283.779704678324,3342.7845481860845,4320.539122967045
2,3367.126877357247,3185.961988723021,3251.92404437802,4003.526720650944
3,3149.8001542006773,3301.0082374636795,3389.105051358767,3803.747198318304
4,3326.5789194411,3186.891775175093,3069.635210526106,3556.860947085535
5,2980.452486082864,3290.7108971235166,3316.595515465648,3608.463833841692
6,2621.35718456374,3188.402775473273,3076.2297213971488,3598.319718418724
7,3118.066059967402,3069.5989034826,2816.4673083170346,3268.559856515602
8,3125.18558510954,2821.5238115083184,3198.607687710551,3488.2371563366
9,2950.367897573776,2971.270083495036,2991.7125737670176,3585.7523499251306
10,2850.6573868526257,2923.912665072456,3098.985528776433,3736.821046081596
11,2780.776623694552,3014.341259916416,2881.71663662816,3666.333111362712
12,2683.332041518832,2803.576488238055,2865.366165143925,3654.682719075135
13,2972.6413566425235,2680.61303576653,2839.3765075152346,3472.7751203312387
14,2622.8869787357985,2717.7551264151216,3190.938335782386,3234.790705666299
15,2661.6004368208523,2872.3730870527115,2812.323267883274,3400.453939128139
16,2494.842103323157,2870.108899111948,2766.530801463673,3179.943352013135
17,2731.4038966184257,2774.133225483416,2826.8888368522908,3366.5305215749468
18,2453.096993213672,2719.846486244251,2898.149276161202,3184.5453180977406
19,2508.978888757328,2537.635956423971,2815.179967628528,3109.5722338263686
20,2411.0715504203345,3023.755303756648,2818.183740889184,3309.525012322621
21,2598.371700904835,2709.6012579733388,2813.87850469822,3221.6903577609423
22,2531.41852057492,2577.8100670202475,3049.0219929731966,3325.657593836878
23,2652.847680386755,2592.952625068941,2703.1316554814293,3172.864637923384
24,2532.662554660735,2614.388857120837,2798.158436855802,3362.1255395196404
25,2397.7811522690613,2524.7636700264206,2785.206397852207,3080.607708472327
26,2385.5145393497987,2908.172357529819,2605.603333962243,3366.739674600582
27,2362.469866467437,2564.618364173595,2682.557727056418,3151.5976641771786
28,2173.003380362289,2619.0641063212224,2610.7274316348585,3516.158947636616
29,2353.6705754768,2725.027343807762,2624.441556484933,3170.6619420079865
30,2445.7213328069206,2635.5128160375434,2509.4400997272714,3548.756117899029
31,2281.158243577462,2680.673109325849,2589.952545014968,2993.4812898276323
32,2196.0906632308934,2486.1220857138564,2447.541819920976,3157.781963430164
33,2043.4725064662528,2411.3656602589904,2494.23674050015,2915.08846606914
34,2339.111369542389,2652.0305218691515,2631.576306547432,2865.807921317907
35,2252.562059456708,2509.310308758002,2473.4191753679206,3228.9529699682744
36,2454.989125288989,2630.9529146322293,2681.834324237421,3154.641407597916
37,2298.343502380665,2500.277743648902,2616.41159338474,2922.043157506096
38,2028.4153146885888,2600.350822585149,2402.669591061245,3053.991658453854
39,2271.5003293361447,2421.728698725244,2418.9307640463417,3006.611137717186
40,2152.592277686219,2282.903123976504,2469.7522666310915,2883.06310530211
41,2334.367123725028,2536.0057621553856,2460.48514763128,3076.037357868817
42,2256.372241074745,2410.9508838798324,2546.756917749602,3162.683771525528
43,1924.5789707701488,2467.8141449118907,2390.686237772105,2932.048549494657
44,2140.5928665648867,2386.689644407232,2326.202241684362,2945.23136333213
45,2067.11334217204,2420.041063670903,2286.6055284491526,2910.035337422297
46,2096.262786057927,2387.1276254531926,2475.815382907728,3050.2230851184763
47,2124.3737385813856,2139.1005030048364,2737.148048622181,2834.8334834418656
48,2103.521195318436,2325.216224212771,2531.783375284416,2726.121342697409
49,2186.188600130538,2339.157789618091,2466.6903673333004,2897.717323356034
50,2020.358526935029,2386.878351417172,2379.5298225899696,3043.214230599728
51,2124.197053700889,2375.451428854918,2238.559021686327,3115.3233846786907
52,2008.413497295944,2288.557918712002,2408.2602192316467,3133.8980644357143
53,1998.3174108248447,2293.269347512058,2336.811644095533,3131.063671095057
54,2003.194175055188,2289.805341433125,2345.8848253318743,2688.169100191101
55,1837.1121952537403,2234.1023042239767,2359.0075938909126,2995.440590929932
56,1971.1384194935065,2285.1503583838653,2428.726992971766,2819.785468187702
57,1985.21077543281,2255.505507902276,2288.214999761109,2822.091444727145
58,1889.3822054994848,2059.8681636340425,2334.7338623139244,2746.7852276865747
59,1949.4852403940265,2480.722495435741,2169.92560223745,2859.6081749470936
60,2102.834820998713,2331.712910765825,2327.874477848701,2774.385336923509
61,1911.011034305772,1996.1714233745129,2428.846629379934,2857.148597072573
62,1972.352453343451,2141.9796083896235,2282.7865496456952,2901.9559995192235
63,1955.230938351729,2339.1456200122766,2341.670684874165,2959.694102232335
64,1872.721209015476,2188.1455706118163,2164.7357818557607,3064.8467447146068
65,1968.340115482977,2264.8429686665463,2231.411566450576,2982.48674724924
66,1779.154885119869,2173.5091623560456,2169.5564899748333,2810.61092739079
67,1904.8166496045128,2241.8700054561486,2244.049372670408,2788.225067669642
68,2032.7591872467297,2383.5723485329545,2257.4408464611074,2589.1060242871995
69,1897.352566751946,2057.4298690838486,2250.054249328203,2734.046369432908
70,1787.4977686411344,2352.045029609428,2395.610824347568,2404.841134383437
71,1740.6475766698643,2121.323740666968,2179.411062790321,2699.368847615155
72,2029.0740789270887,2288.8463870078835,2127.721131973211,2597.4286127606874
73,1917.0273612964384,2184.049124777959,2383.836368009853,2509.978222509988
74,2012.410341931425,2055.6352681742915,2092.97838969589,2830.188215052322
75,1779.2543878855538,2326.781653865371,2237.370243919928,2810.5135336473154
76,1905.1464687542407,2081.262465379408,2214.368637575968,2691.275989003356
77,1897.6377221845385,2100.352248914093,2170.779050016132,2781.6175238427845
78,1770.2420750768672,2058.0375120358785,2506.9258269401107,2838.490165402812
79,1867.2925489444224,2156.6432610527054,2284.14786422936,2689.8870463130024
80,1839.131955187932,2253.515327669724,2021.854688558408,2647.5578571150136
81,1813.4860764419616,2049.860435135701,2181.284670907314,2636.1296984095
82,2022.282832849933,2233.041773364298,2066.626116251244,2538.886271240301
83,1731.9210070192178,2134.713130014515,2362.392656133838,2271.8051577829538
84,1831.240059108335,2085.402855003791,2050.697176123159,2815.089943278371
85,1759.064577516349,2118.435666815805,2085.2465317051247,2575.970677674118
86,1788.8317803305847,2120.9774811864672,2097.4881216439685,2829.45515081552
87,1619.870665522923,2149.581136735899,2259.5935508594343,2685.162724028168
88,1766.597771985902,2080.3431043061905,2016.2858838337297,2424.669096453188
89,1726.4053824646105,2127.74343355002,2177.526559882044,2522.37955090486
90,1700.792040358842,1979.6992211178708,2015.5221873977955,2671.990644192072
91,1913.80584327834,2038.445245308692,2097.8744665689715,2425.296966292637
92,1759.0067269407373,2076.935040681612,2071.490116747804,2676.540805182443
93,1779.404525299988,2113.5103983007384,2129.018857173692,2307.224596063269
94,1713.6913463511328,1880.184343748765,1964.4280465213888,2600.5458914621886
95,1624.287683124487,2103.171321312756,1981.1716285158543,2606.235903176432
96,1760.9746538827812,2031.7545168902025,1926.1025963197471,2490.834704448033
