id,x,y,porosity,permeability,thickness
injector-1,150.0,-150.0,0.305009678452836,12.5575067559472,49.3865475557425
injector-2,390.0,-150.0,0.302157955624388,12.1592982683924,45.7047732566463
injector-3,630.0,-150.0,0.288438616846165,10.4131105131281,38.529866830439
injector-4,870.0,-150.0,0.301538205086495,12.0744419796243,39.1257559259015
injector-5,1110.0,-150.0,0.291481150849783,10.7773452910598,42.3309356926235
injector-6,1350.0,-150.0,0.286211809656293,10.1543554034975,42.4074547625712
injector-7,150.0,-390.0,0.30357135415753,12.3550584475087,52.8884937098681
injector-8,390.0,-390.0,0.30749734478885,12.9155145140413,54.669395781637
injector-9,630.0,-390.0,0.297238686866437,11.5018331810904,48.1614876272337
injector-10,870.0,-390.0,0.293372637566193,11.0101775034313,45.1838139193125
injector-11,1110.0,-390.0,0.272740313383802,8.72048459643826,46.2669694782303
injector-12,1350.0,-390.0,0.274653645989316,8.91108019200513,45.7916218340759
injector-13,150.0,-630.0,0.280852212344214,9.55762502273359,51.81518236349
injector-14,390.0,-630.0,0.306373529515375,12.7525359727445,60.756766942481
injector-15,630.0,-630.0,0.283229110932615,9.81781135904041,60.4199505673841
injector-16,870.0,-630.0,0.273773186866079,8.82286175766557,54.4517703272344
injector-17,1110.0,-630.0,0.276765259442844,9.12626664120107,50.132876842637
injector-18,1350.0,-630.0,0.269294036998862,8.38741095806122,47.6820742471757
injector-19,150.0,-870.0,0.279130037295449,9.3734262356193,45.0663566324608
injector-20,390.0,-870.0,0.301524789480788,12.0726116770955,55.1604536562295
injector-21,630.0,-870.0,0.280563971235397,9.5265452905827,61.068574238498
injector-22,870.0,-870.0,0.251592477310659,6.86684159454232,57.9616628353002
injector-23,1110.0,-870.0,0.276107964588459,9.0587330287565,51.5431350867501
injector-24,1350.0,-870.0,0.268897848764853,8.34994505973516,47.9504724679717
injector-25,150.0,-1110.0,0.278498695835181,9.30679269688611,44.013041406311
injector-26,390.0,-1110.0,0.26784097085581,8.25081710767366,49.3772732220772
injector-27,630.0,-1110.0,0.273609820988767,8.80658947545176,56.8028060231333
injector-28,870.0,-1110.0,0.283153406204466,9.80941617187867,60.1635829479001
injector-29,1110.0,-1110.0,0.287197728293283,10.2681163867048,56.4971106710619
injector-30,1350.0,-1110.0,0.281595163709305,9.63820239841778,51.8532849629232
injector-31,150.0,-1350.0,0.279853100064747,9.45032657261754,50.4740848892642
injector-32,390.0,-1350.0,0.280019301537458,9.46809168711096,50.1479011206172
injector-33,630.0,-1350.0,0.274498407317652,8.89546210456236,53.7793754462097
injector-34,870.0,-1350.0,0.284151526225864,9.92068046769627,59.7766627897614
injector-35,1110.0,-1350.0,0.265641742830811,8.04830058840657,59.8648174459247
injector-36,1350.0,-1350.0,0.268116311348171,8.27652824478052,55.394657517155
producer-1,270.0,-270.0,0.312603922693324,13.6827182447916,51.5438871270748
producer-2,510.0,-270.0,0.293985336370486,11.0866709241212,45.5262127049852
producer-3,750.0,-270.0,0.306067762204211,12.7085498187631,40.1949465657949
producer-4,990.0,-270.0,0.291782722252423,10.814134512056,42.7257142546845
producer-5,1230.0,-270.0,0.282963087290536,9.78834267339021,44.0229859870407
producer-6,270.0,-510.0,0.308097298972424,13.0033724950603,57.0495300048027
producer-7,510.0,-510.0,0.297424883176512,11.5260587251883,57.9709459654395
producer-8,750.0,-510.0,0.284279042454057,9.93498581136875,52.2020365424188
producer-9,990.0,-510.0,0.269078837783806,8.36703964101042,49.3590496594355
producer-10,1230.0,-510.0,0.267748930559848,8.24224026221552,47.9661616855679
producer-11,270.0,-750.0,0.293186439421004,10.9870360139557,53.9659821893704
producer-12,510.0,-750.0,0.295930392440933,11.3330439603115,61.9232017129142
producer-13,750.0,-750.0,0.272274432798306,8.67469666583039,59.9442462329162
producer-14,990.0,-750.0,0.267947067496815,8.26071487864908,53.4850430302743
producer-15,1230.0,-750.0,0.284956452433278,10.0113272868092,48.8655124984639
producer-16,270.0,-990.0,0.290884886708115,10.7049739428402,46.7004069969732
producer-17,510.0,-990.0,0.282298453829641,9.71510408290358,55.7375837604174
producer-18,750.0,-990.0,0.269245106845099,8.38277475030521,59.8789097032007
producer-19,990.0,-990.0,0.273763696304447,8.82191561518009,56.5488284837058
producer-20,1230.0,-990.0,0.277431183429536,9.19520029524192,51.0300885091464
producer-21,270.0,-1230.0,0.28072614469759,9.54401926375313,47.7300007937841
producer-22,510.0,-1230.0,0.265319895535297,8.0190830921041,51.9526148973416
producer-23,750.0,-1230.0,0.289652313446953,10.5569077646208,58.6575023889249
producer-24,990.0,-1230.0,0.278742013712326,9.33241685963391,60.9324453533142
producer-25,1230.0,-1230.0,0.284837986015529,9.99793438444051,56.6085157588615
